,RespSex,Q6_1,age_dv,marstat2,religion_dv,workstat2,wimd_2014_quintile
813806,1,2.0,4,1,1.0,1.0,5
813807,2,3.0,6,1,1.0,2.0,3
813809,1,1.0,3,2,1.0,1.0,5
813810,2,1.0,3,1,3.0,1.0,5
813811,2,1.0,6,2,,1.0,4
813812,1,3.0,6,1,1.0,2.0,3
813813,1,1.0,2,1,1.0,1.0,5
813814,2,3.0,7,1,1.0,2.0,4
813815,1,1.0,7,1,2.0,1.0,5
813816,1,,1,2,,,5
813817,1,2.0,4,1,1.0,1.0,4
813818,1,4.0,5,1,1.0,1.0,3
813820,2,2.0,2,2,3.0,1.0,4
813821,2,4.0,7,2,1.0,2.0,3
813822,2,4.0,5,1,1.0,2.0,4
813823,2,1.0,6,1,1.0,2.0,5
813824,2,5.0,6,1,1.0,2.0,4
813825,2,1.0,2,2,1.0,1.0,4
813827,1,1.0,5,1,2.0,1.0,5
813828,2,2.0,1,2,3.0,3.0,3
813829,2,5.0,7,2,3.0,2.0,3
813830,2,2.0,3,1,1.0,1.0,5
813833,1,3.0,6,1,1.0,3.0,4
813834,2,3.0,1,2,1.0,3.0,5
813835,1,4.0,4,1,3.0,3.0,4
813836,2,2.0,3,2,2.0,1.0,5
813837,1,2.0,3,1,1.0,1.0,5
813838,1,,1,2,,,3
813839,2,2.0,3,2,,1.0,3
813840,2,1.0,2,2,1.0,1.0,5
813841,2,2.0,5,1,1.0,1.0,5
813842,2,2.0,3,2,1.0,1.0,5
813845,2,2.0,4,1,3.0,1.0,5
813846,1,1.0,1,2,3.0,3.0,4
813847,2,1.0,1,2,3.0,1.0,5
813848,1,3.0,6,1,1.0,2.0,3
813849,2,,1,2,,,3
813850,1,1.0,3,1,1.0,1.0,5
813852,2,3.0,5,1,1.0,2.0,5
813853,1,2.0,3,1,1.0,3.0,4
813854,1,,1,2,,,3
813857,1,1.0,2,1,1.0,1.0,5
813858,1,1.0,1,2,3.0,3.0,3
813859,2,2.0,5,1,1.0,1.0,5
813860,2,1.0,2,1,3.0,1.0,5
813861,1,4.0,5,1,3.0,3.0,4
813862,1,3.0,6,1,1.0,2.0,4
813863,1,1.0,2,2,1.0,1.0,5
813864,1,3.0,4,1,,1.0,5
813865,2,2.0,6,2,3.0,2.0,4
813866,2,2.0,1,2,3.0,3.0,3
813867,1,1.0,3,2,3.0,1.0,5
813868,2,1.0,1,2,1.0,1.0,3
813869,1,1.0,6,1,1.0,2.0,4
813870,2,1.0,4,1,1.0,1.0,4
813872,1,1.0,3,2,3.0,1.0,5
813873,2,2.0,7,2,1.0,2.0,3
813874,1,2.0,4,1,,1.0,5
813875,2,1.0,1,2,3.0,1.0,4
813876,1,2.0,2,2,,1.0,4
813877,1,1.0,1,2,1.0,3.0,4
813878,2,2.0,6,1,1.0,1.0,4
813879,2,3.0,2,2,3.0,3.0,5
813880,1,1.0,3,1,1.0,1.0,4
813881,2,3.0,3,2,3.0,3.0,4
813883,2,3.0,3,1,3.0,1.0,4
813884,2,1.0,3,2,1.0,1.0,5
813885,1,1.0,6,1,1.0,2.0,3
813886,1,2.0,5,2,1.0,1.0,5
813887,1,2.0,7,1,1.0,2.0,5
813888,2,1.0,6,1,1.0,2.0,4
813890,1,2.0,1,2,1.0,1.0,3
813892,2,4.0,7,2,1.0,2.0,3
813893,2,1.0,2,1,3.0,3.0,3
813894,1,1.0,2,1,1.0,1.0,5
813896,2,1.0,2,1,3.0,1.0,5
813897,2,3.0,4,1,1.0,1.0,5
813898,1,3.0,7,1,1.0,2.0,3
813899,1,1.0,1,2,3.0,3.0,5
813901,1,3.0,6,2,3.0,2.0,4
813902,1,5.0,2,2,3.0,3.0,4
813904,2,2.0,1,2,3.0,3.0,5
813905,2,2.0,4,1,1.0,1.0,5
813906,2,4.0,5,1,,1.0,4
813907,1,1.0,2,2,3.0,1.0,5
813908,1,3.0,6,1,1.0,2.0,3
813909,2,2.0,5,2,1.0,1.0,4
813910,1,1.0,1,2,3.0,1.0,5
813911,1,2.0,4,1,,1.0,5
813912,1,4.0,1,2,3.0,3.0,4
813913,1,2.0,4,2,3.0,1.0,5
813914,1,1.0,3,2,2.0,1.0,5
813915,1,1.0,4,1,3.0,1.0,5
813916,2,3.0,5,1,1.0,1.0,4
813917,1,2.0,7,1,,2.0,4
813918,2,1.0,2,2,,1.0,5
813919,2,2.0,6,1,1.0,2.0,5
813920,1,1.0,1,2,1.0,1.0,5
813921,1,4.0,5,1,1.0,2.0,4
813922,1,1.0,2,2,1.0,1.0,4
813923,2,3.0,4,2,,3.0,3
813925,2,2.0,3,1,3.0,1.0,4
813926,1,3.0,5,2,3.0,1.0,4
813928,1,2.0,5,2,1.0,2.0,3
813929,2,2.0,2,2,3.0,1.0,5
813930,2,2.0,3,1,3.0,1.0,5
813931,2,2.0,1,2,3.0,3.0,4
813933,1,2.0,6,1,2.0,2.0,5
813935,1,2.0,4,1,1.0,3.0,4
813936,1,3.0,5,1,3.0,3.0,4
813937,1,2.0,3,1,3.0,1.0,5
813938,2,1.0,4,1,1.0,1.0,4
813939,2,3.0,3,1,,1.0,5
813940,1,2.0,5,1,1.0,1.0,5
813941,2,1.0,4,1,1.0,1.0,5
813942,2,1.0,3,1,3.0,1.0,5
813944,2,2.0,4,2,3.0,1.0,4
813945,1,2.0,3,1,,1.0,4
813946,2,2.0,1,2,3.0,3.0,4
813947,1,1.0,2,1,3.0,1.0,5
813948,2,1.0,1,2,1.0,3.0,4
813949,1,3.0,1,2,1.0,1.0,4
813950,1,2.0,3,1,3.0,1.0,5
813951,1,1.0,2,2,3.0,1.0,4
813954,2,1.0,5,1,1.0,1.0,5
813956,1,1.0,1,2,3.0,1.0,5
813958,1,2.0,2,1,3.0,1.0,5
813959,1,1.0,1,2,,3.0,4
813960,1,2.0,5,1,1.0,1.0,4
813961,1,1.0,4,1,1.0,1.0,5
813962,1,1.0,3,1,,1.0,4
813965,2,2.0,3,1,1.0,1.0,5
813966,1,2.0,2,2,1.0,1.0,5
813967,2,1.0,5,1,,2.0,5
813968,1,2.0,2,1,3.0,1.0,5
813969,1,3.0,2,2,1.0,3.0,3
813970,2,2.0,4,1,1.0,1.0,5
813971,1,2.0,1,2,3.0,3.0,3
813972,1,1.0,6,1,,2.0,5
813973,1,1.0,5,1,1.0,1.0,5
813975,1,2.0,4,1,1.0,1.0,5
813976,1,3.0,5,1,,3.0,4
813978,2,3.0,5,1,1.0,2.0,4
813979,2,1.0,3,2,1.0,1.0,5
813981,1,5.0,7,2,1.0,2.0,3
813982,1,2.0,5,1,,1.0,3
813983,1,1.0,5,2,3.0,1.0,5
813984,1,2.0,2,2,1.0,3.0,4
813985,1,2.0,4,1,3.0,1.0,4
813987,2,2.0,3,1,1.0,1.0,5
813989,1,2.0,6,1,1.0,1.0,4
813990,1,2.0,4,1,1.0,1.0,4
813991,1,1.0,3,2,1.0,1.0,5
813992,2,3.0,3,1,1.0,3.0,3
813993,1,2.0,2,2,1.0,3.0,3
813996,2,2.0,5,1,,2.0,3
813999,1,2.0,3,1,1.0,1.0,4
814000,1,3.0,6,2,1.0,2.0,4
814002,2,3.0,4,2,1.0,3.0,4
814003,2,1.0,2,1,1.0,3.0,4
814004,2,2.0,5,2,1.0,1.0,4
814006,2,1.0,4,2,1.0,1.0,5
814007,2,3.0,3,1,1.0,1.0,4
814009,2,3.0,5,2,3.0,1.0,4
814010,2,1.0,1,2,3.0,11.0,5
814011,1,4.0,3,2,1.0,3.0,4
814012,1,2.0,4,1,3.0,1.0,5
814013,2,2.0,2,2,,1.0,5
814014,2,1.0,3,2,1.0,3.0,5
814015,1,1.0,1,2,3.0,1.0,4
814017,1,1.0,2,2,3.0,3.0,3
814018,2,2.0,3,2,3.0,3.0,4
814019,1,2.0,5,1,1.0,1.0,4
814020,2,3.0,5,2,1.0,3.0,3
814022,2,4.0,6,1,1.0,2.0,4
814023,2,2.0,2,1,2.0,1.0,4
814024,1,4.0,6,1,1.0,2.0,3
814025,1,1.0,2,1,3.0,1.0,5
814027,2,3.0,2,2,1.0,1.0,4
814028,1,4.0,3,2,1.0,3.0,4
814029,1,2.0,1,2,3.0,1.0,5
814033,1,2.0,2,2,1.0,3.0,3
814034,1,1.0,2,2,1.0,3.0,4
814035,1,3.0,5,2,,3.0,4
814036,1,2.0,2,2,3.0,3.0,3
814037,1,2.0,6,2,1.0,1.0,5
814038,2,1.0,2,1,1.0,1.0,5
814041,2,1.0,1,2,3.0,1.0,5
814042,2,2.0,4,2,2.0,1.0,4
814043,2,2.0,3,2,3.0,1.0,5
814044,1,2.0,2,2,3.0,1.0,5
814045,2,1.0,2,2,3.0,1.0,5
814046,1,,1,2,,,5
814048,1,1.0,3,1,3.0,1.0,5
814050,1,4.0,5,2,1.0,1.0,3
814051,2,1.0,1,2,3.0,3.0,5
814054,2,1.0,4,2,1.0,1.0,5
814056,1,3.0,5,1,1.0,2.0,3
814057,2,1.0,4,2,1.0,1.0,4
814058,2,3.0,5,1,1.0,2.0,3
814059,2,5.0,5,1,1.0,2.0,4
814061,2,2.0,5,2,1.0,2.0,5
814062,1,3.0,5,2,1.0,2.0,4
814063,1,2.0,4,1,1.0,1.0,5
814066,2,1.0,4,1,1.0,3.0,5
814067,1,3.0,7,1,3.0,2.0,3
814068,2,1.0,5,1,3.0,1.0,5
814069,2,2.0,6,1,1.0,2.0,5
814070,1,3.0,2,2,1.0,1.0,4
814071,1,1.0,3,1,3.0,1.0,5
814072,1,1.0,5,1,3.0,1.0,5
814073,2,1.0,4,1,2.0,1.0,4
814074,2,1.0,5,1,1.0,1.0,5
814075,2,1.0,5,2,1.0,3.0,4
814076,2,1.0,3,1,2.0,1.0,5
814077,1,1.0,1,2,1.0,1.0,5
814078,2,2.0,3,1,3.0,3.0,4
814079,2,,1,2,,,5
814080,2,2.0,7,2,1.0,2.0,5
814081,2,1.0,4,1,1.0,1.0,5
814082,1,1.0,2,2,1.0,1.0,5
814083,2,2.0,3,1,1.0,1.0,5
814085,1,4.0,5,1,3.0,3.0,4
814086,2,1.0,1,2,1.0,1.0,3
814087,2,3.0,5,1,1.0,3.0,4
814088,1,1.0,5,1,1.0,2.0,5
814090,2,1.0,6,2,1.0,1.0,4
814091,1,4.0,7,1,3.0,2.0,4
814092,1,2.0,1,2,1.0,3.0,4
814094,2,3.0,4,1,,3.0,3
814095,1,3.0,6,2,1.0,2.0,5
814096,2,2.0,1,2,1.0,1.0,5
814099,1,2.0,4,1,1.0,1.0,5
814100,2,3.0,6,1,1.0,2.0,4
814101,2,,1,2,,,5
814102,1,1.0,5,1,1.0,1.0,5
814103,2,1.0,7,2,1.0,2.0,4
814104,2,2.0,5,2,1.0,2.0,3
814105,2,,1,2,,,4
814106,2,1.0,5,1,1.0,2.0,4
814107,2,1.0,1,2,3.0,3.0,5
814108,2,1.0,4,1,1.0,1.0,4
814109,2,4.0,3,2,1.0,3.0,4
814110,1,2.0,4,2,3.0,1.0,5
814111,1,1.0,5,1,1.0,1.0,5
814112,1,2.0,3,1,3.0,1.0,5
814114,2,3.0,6,1,1.0,2.0,4
814115,2,2.0,3,2,1.0,1.0,5
814116,1,1.0,1,2,1.0,3.0,3
814117,1,2.0,5,1,1.0,1.0,5
814118,1,3.0,5,1,1.0,1.0,4
814119,1,3.0,6,1,1.0,3.0,3
814121,2,1.0,2,2,3.0,3.0,4
814122,1,3.0,3,2,3.0,1.0,3
814123,2,1.0,2,2,3.0,1.0,5
814124,2,3.0,6,2,1.0,2.0,3
814125,1,4.0,6,1,1.0,2.0,4
814126,1,2.0,4,1,1.0,1.0,5
814128,2,1.0,2,2,3.0,3.0,4
814130,2,2.0,6,2,1.0,2.0,4
814132,2,2.0,4,1,,1.0,4
814133,2,1.0,3,2,3.0,1.0,4
814134,2,1.0,1,2,1.0,1.0,5
814135,2,2.0,2,2,1.0,1.0,4
814136,2,2.0,4,1,1.0,1.0,4
814137,1,5.0,4,1,3.0,3.0,3
814138,2,2.0,3,1,1.0,1.0,3
814139,1,2.0,2,2,1.0,1.0,3
814140,2,2.0,4,2,3.0,1.0,4
814141,1,3.0,5,1,3.0,2.0,5
814142,2,3.0,4,1,,1.0,5
814143,1,1.0,5,1,1.0,1.0,5
814145,1,1.0,6,2,3.0,2.0,4
814146,1,1.0,7,1,3.0,2.0,5
814148,2,3.0,7,2,1.0,2.0,4
814149,2,1.0,3,1,3.0,1.0,5
814150,2,3.0,6,1,1.0,2.0,4
814151,1,1.0,5,1,1.0,1.0,4
814152,2,1.0,3,2,3.0,1.0,5
814154,2,2.0,5,2,,1.0,5
814156,1,2.0,3,1,3.0,1.0,5
814157,1,2.0,2,2,3.0,1.0,5
814158,2,1.0,1,2,1.0,1.0,5
814159,2,2.0,7,1,1.0,2.0,5
814161,1,2.0,4,1,1.0,1.0,5
814162,2,4.0,6,2,1.0,3.0,4
814163,2,2.0,7,2,1.0,2.0,5
814164,2,,1,2,,,4
814165,1,1.0,2,2,3.0,1.0,5
814166,2,1.0,3,2,1.0,1.0,4
814167,2,1.0,7,1,1.0,2.0,5
814168,2,1.0,2,2,1.0,1.0,5
814169,2,2.0,4,2,1.0,1.0,5
814170,1,1.0,2,2,3.0,3.0,4
814171,2,2.0,5,1,1.0,1.0,5
814172,1,2.0,6,1,1.0,1.0,5
814174,2,2.0,5,1,3.0,3.0,5
814175,1,3.0,7,1,1.0,2.0,3
814176,1,2.0,6,1,1.0,2.0,5
814177,2,,1,2,,,5
814179,2,2.0,5,2,,2.0,5
814181,2,2.0,5,1,3.0,1.0,4
814182,2,1.0,5,1,1.0,1.0,3
814183,1,4.0,4,2,,3.0,5
814184,1,1.0,3,2,1.0,1.0,5
814185,1,2.0,3,1,1.0,1.0,5
814186,1,3.0,4,2,1.0,1.0,4
814187,2,4.0,7,2,1.0,2.0,3
814189,1,1.0,4,1,1.0,1.0,5
814190,1,2.0,5,1,3.0,1.0,4
814191,1,1.0,2,1,3.0,1.0,5
814192,1,,1,2,,,5
814193,1,3.0,4,2,3.0,1.0,4
814194,1,3.0,7,1,1.0,2.0,3
814195,2,,1,2,,,4
814196,1,1.0,4,1,,1.0,5
814197,1,1.0,1,2,3.0,1.0,5
814198,1,4.0,5,2,1.0,3.0,4
814199,2,1.0,4,1,1.0,1.0,5
814200,2,4.0,5,1,1.0,2.0,4
814201,1,1.0,2,1,3.0,1.0,5
814205,1,2.0,3,1,1.0,1.0,5
814206,1,1.0,6,1,1.0,2.0,5
814207,1,1.0,1,2,1.0,11.0,5
814208,1,1.0,3,1,1.0,1.0,5
814209,2,1.0,4,1,1.0,1.0,5
814210,2,2.0,4,1,1.0,1.0,5
814211,1,1.0,1,2,1.0,3.0,5
814212,1,2.0,6,1,3.0,2.0,5
814213,2,2.0,6,1,1.0,3.0,5
814214,2,1.0,6,2,1.0,2.0,4
814215,1,1.0,4,1,3.0,1.0,5
814217,2,1.0,1,2,1.0,3.0,5
814218,1,1.0,2,2,3.0,1.0,5
814219,1,4.0,4,2,3.0,1.0,4
814220,2,1.0,3,1,1.0,1.0,5
814221,1,1.0,6,1,1.0,2.0,4
814223,1,2.0,6,1,1.0,2.0,5
814225,2,,1,2,,,5
814226,2,2.0,6,1,1.0,2.0,5
814227,1,1.0,1,2,1.0,1.0,4
814228,1,1.0,1,2,3.0,1.0,4
814229,2,1.0,5,1,1.0,1.0,5
814231,2,2.0,2,1,1.0,1.0,5
814233,1,2.0,6,1,1.0,1.0,5
814234,1,3.0,7,1,1.0,2.0,3
814235,1,3.0,6,1,3.0,2.0,3
814236,2,1.0,1,2,3.0,3.0,3
814237,2,2.0,1,2,1.0,3.0,4
814239,2,2.0,5,1,1.0,1.0,5
814241,1,2.0,2,2,3.0,3.0,3
814242,2,4.0,7,1,1.0,2.0,4
814243,2,2.0,2,2,1.0,1.0,5
814246,1,4.0,1,2,3.0,3.0,3
814247,2,2.0,2,2,3.0,3.0,5
814249,2,1.0,4,1,1.0,1.0,5
814250,1,4.0,5,2,1.0,3.0,4
814252,2,3.0,6,1,1.0,2.0,3
814253,1,2.0,5,1,1.0,1.0,5
814256,2,1.0,4,2,1.0,1.0,5
814257,1,1.0,1,2,1.0,1.0,4
814258,1,2.0,2,2,3.0,1.0,4
814259,2,2.0,5,1,1.0,1.0,5
814262,1,2.0,6,2,1.0,2.0,4
814263,2,1.0,5,1,1.0,1.0,5
814264,2,2.0,4,2,1.0,1.0,4
814265,1,1.0,5,1,1.0,1.0,4
814266,2,1.0,3,2,1.0,1.0,5
814267,2,1.0,5,2,1.0,2.0,4
814268,1,1.0,2,2,3.0,1.0,4
814270,1,1.0,3,2,3.0,1.0,4
814272,1,1.0,3,2,3.0,1.0,5
814273,2,,1,2,,,4
814274,2,4.0,7,2,1.0,2.0,4
814275,1,1.0,2,2,3.0,3.0,3
814276,2,1.0,1,2,1.0,3.0,5
814277,2,3.0,2,1,1.0,3.0,3
814279,1,1.0,1,2,1.0,1.0,5
814280,1,1.0,5,1,3.0,1.0,5
814281,2,1.0,2,1,1.0,1.0,5
814282,2,1.0,4,1,1.0,1.0,5
814283,1,1.0,3,1,1.0,1.0,5
814284,2,1.0,2,2,3.0,3.0,5
814285,2,3.0,6,2,1.0,2.0,3
814286,2,2.0,5,1,1.0,1.0,5
814287,1,3.0,4,1,3.0,1.0,5
814288,2,1.0,4,1,1.0,1.0,5
814290,2,2.0,5,1,3.0,2.0,3
814291,1,1.0,1,2,1.0,1.0,3
814292,1,3.0,4,1,1.0,3.0,3
814293,1,3.0,6,2,,2.0,4
814294,2,2.0,3,1,3.0,1.0,4
814295,2,2.0,3,1,3.0,1.0,5
814296,1,1.0,4,2,1.0,1.0,5
814297,1,2.0,5,1,1.0,1.0,4
814299,2,4.0,7,2,1.0,2.0,4
814300,1,1.0,4,1,1.0,1.0,5
814301,2,2.0,6,2,1.0,2.0,5
814302,1,1.0,3,1,1.0,1.0,5
814303,2,3.0,4,1,1.0,1.0,4
814304,2,4.0,6,1,1.0,3.0,4
814305,1,1.0,3,1,3.0,1.0,5
814306,2,1.0,1,2,1.0,3.0,3
814307,1,2.0,4,1,1.0,1.0,5
814308,2,3.0,6,1,3.0,2.0,3
814309,2,3.0,5,1,1.0,2.0,4
814310,2,2.0,5,1,1.0,1.0,5
814312,1,1.0,3,1,1.0,1.0,4
814313,1,2.0,4,2,1.0,1.0,5
814314,1,1.0,3,1,,1.0,5
814315,1,3.0,5,1,1.0,1.0,4
814316,1,4.0,6,1,3.0,2.0,4
814317,1,3.0,5,1,1.0,1.0,3
814318,2,2.0,3,2,1.0,3.0,3
814319,2,2.0,5,1,1.0,2.0,5
814320,1,1.0,3,1,1.0,1.0,5
814321,2,3.0,7,2,1.0,2.0,3
814322,1,2.0,2,2,1.0,1.0,5
814323,1,1.0,2,2,3.0,1.0,5
814324,2,,1,2,,,5
814327,2,1.0,5,1,1.0,2.0,5
814328,2,1.0,1,2,3.0,1.0,5
814329,2,2.0,5,2,1.0,1.0,5
814330,1,1.0,1,2,1.0,1.0,4
814331,1,5.0,7,2,1.0,1.0,3
814332,1,2.0,1,2,3.0,1.0,3
814333,2,2.0,4,2,1.0,1.0,3
814335,2,4.0,4,2,1.0,3.0,4
814336,1,1.0,4,1,1.0,1.0,3
814337,1,1.0,1,2,2.0,3.0,4
814338,1,4.0,1,2,1.0,3.0,4
814339,1,1.0,2,2,3.0,1.0,4
814340,2,1.0,2,2,,1.0,3
814341,1,2.0,2,1,3.0,1.0,4
814342,1,1.0,1,2,3.0,3.0,5
814343,2,1.0,2,2,3.0,1.0,4
814344,1,3.0,4,2,3.0,3.0,4
814345,1,2.0,2,2,1.0,3.0,3
814347,1,3.0,3,2,3.0,3.0,4
814348,2,2.0,3,1,1.0,1.0,5
814350,2,1.0,2,2,1.0,1.0,4
814351,2,2.0,5,1,1.0,2.0,4
814352,1,2.0,4,2,2.0,1.0,5
814353,2,1.0,2,2,1.0,1.0,4
814354,2,1.0,2,2,1.0,1.0,5
814356,1,1.0,2,2,1.0,1.0,5
814357,1,1.0,3,1,3.0,1.0,5
814359,1,3.0,2,2,1.0,3.0,3
814360,1,1.0,1,2,1.0,1.0,5
814363,1,2.0,7,2,1.0,2.0,3
814364,2,2.0,5,2,3.0,2.0,5
814365,1,2.0,4,2,1.0,1.0,5
814366,1,1.0,2,1,1.0,1.0,5
814368,1,2.0,1,2,1.0,1.0,4
814370,1,2.0,3,2,3.0,1.0,4
814371,1,2.0,1,2,1.0,1.0,4
814372,2,2.0,2,2,3.0,3.0,4
814374,1,2.0,4,2,3.0,3.0,4
814375,1,1.0,2,1,,1.0,5
814377,1,4.0,7,1,1.0,2.0,3
814378,2,1.0,1,2,1.0,11.0,5
814379,2,1.0,1,2,3.0,3.0,4
814380,1,3.0,5,2,1.0,3.0,3
814382,1,1.0,5,2,3.0,3.0,5
814383,2,2.0,1,2,,3.0,5
814384,2,3.0,7,2,1.0,2.0,3
814385,1,3.0,6,2,1.0,2.0,3
814386,2,2.0,5,1,3.0,2.0,5
814387,2,4.0,5,2,1.0,3.0,4
814388,2,1.0,1,2,,3.0,3
814389,1,2.0,6,2,3.0,2.0,4
814390,1,2.0,2,2,3.0,1.0,5
814392,1,3.0,6,1,1.0,2.0,3
814393,1,2.0,3,2,1.0,1.0,5
814395,1,2.0,3,2,3.0,1.0,5
814396,2,2.0,2,2,3.0,1.0,4
814399,2,2.0,1,2,1.0,1.0,4
814401,1,2.0,5,2,1.0,2.0,4
814402,1,1.0,1,2,1.0,3.0,4
814403,2,2.0,2,1,1.0,1.0,4
814404,1,4.0,5,2,,2.0,4
814405,1,3.0,4,1,3.0,1.0,5
814406,2,1.0,4,1,,1.0,4
814407,2,1.0,2,2,1.0,1.0,5
814408,2,1.0,2,2,1.0,1.0,5
814410,1,2.0,4,1,3.0,1.0,5
814411,1,1.0,2,1,3.0,1.0,5
814412,1,1.0,2,2,1.0,3.0,4
814413,2,2.0,2,1,1.0,3.0,4
814414,1,1.0,5,2,1.0,1.0,5
814415,2,1.0,3,1,1.0,1.0,5
814416,1,3.0,7,1,1.0,2.0,3
814417,2,1.0,1,2,2.0,3.0,3
814418,2,3.0,4,2,3.0,1.0,5
814419,2,1.0,7,2,1.0,2.0,4
814420,1,1.0,2,2,1.0,1.0,5
814421,1,1.0,2,2,1.0,3.0,3
814422,2,1.0,2,2,3.0,1.0,5
814423,1,1.0,3,2,3.0,1.0,5
814425,2,2.0,4,2,1.0,1.0,5
814426,2,1.0,3,2,1.0,1.0,4
814427,2,1.0,1,2,3.0,1.0,4
814428,1,1.0,2,1,1.0,1.0,4
814429,1,3.0,1,2,3.0,1.0,5
814430,1,1.0,2,1,3.0,1.0,5
814432,1,1.0,3,2,,1.0,5
814433,2,2.0,3,2,3.0,1.0,5
814434,2,2.0,4,1,1.0,1.0,5
814435,1,1.0,4,2,1.0,3.0,5
814436,2,1.0,3,1,2.0,3.0,4
814437,2,1.0,4,2,3.0,3.0,4
814438,2,1.0,1,2,3.0,3.0,5
814439,1,1.0,2,2,3.0,3.0,4
814440,1,2.0,1,2,3.0,3.0,4
814442,1,2.0,2,2,3.0,1.0,5
814443,1,2.0,1,2,3.0,1.0,5
814444,1,1.0,1,2,3.0,3.0,4
814445,2,1.0,1,2,3.0,3.0,4
814446,1,1.0,1,2,1.0,3.0,5
814447,2,1.0,1,2,3.0,3.0,4
814448,1,1.0,1,2,3.0,1.0,4
814449,2,1.0,1,2,1.0,3.0,5
814450,1,1.0,1,2,2.0,3.0,4
814451,2,2.0,1,2,3.0,3.0,4
814452,2,1.0,1,2,1.0,3.0,5
814453,2,1.0,1,2,1.0,3.0,5
814454,2,4.0,7,2,1.0,2.0,3
814455,1,1.0,1,2,,3.0,5
814456,1,1.0,1,2,3.0,3.0,5
814457,2,2.0,1,2,1.0,3.0,5
814458,2,1.0,1,2,1.0,3.0,5
814459,2,1.0,1,2,3.0,3.0,5
814460,1,2.0,1,2,3.0,3.0,4
814461,2,2.0,1,2,3.0,3.0,4
814462,2,4.0,7,2,1.0,2.0,3
814463,1,1.0,1,2,3.0,3.0,4
814464,2,1.0,1,2,1.0,1.0,4
814465,2,1.0,1,2,1.0,1.0,5
814466,2,1.0,1,2,2.0,3.0,5
814467,1,1.0,1,2,3.0,3.0,4
814468,2,1.0,3,2,3.0,1.0,5
814469,2,2.0,1,2,,1.0,5
814470,1,1.0,3,2,3.0,1.0,5
814471,2,1.0,1,2,3.0,3.0,4
814473,2,2.0,7,1,1.0,2.0,4
814474,1,1.0,1,2,2.0,1.0,4
814475,2,1.0,1,2,3.0,3.0,5
814476,2,1.0,3,1,3.0,1.0,5
814477,2,1.0,3,2,2.0,3.0,5
814478,2,1.0,1,2,1.0,1.0,5
814479,2,1.0,1,2,3.0,1.0,4
814480,1,1.0,2,1,2.0,1.0,-9
814481,2,1.0,5,1,1.0,1.0,5
814482,2,,1,2,,,5
814483,1,1.0,3,1,1.0,1.0,5
814484,2,2.0,3,1,1.0,1.0,4
814485,1,3.0,7,1,1.0,2.0,4
814486,2,1.0,2,2,3.0,1.0,5
814489,2,3.0,5,1,1.0,2.0,5
814490,2,5.0,3,1,1.0,1.0,4
814491,1,2.0,4,1,2.0,1.0,5
814492,2,1.0,1,2,1.0,1.0,5
814493,2,1.0,3,1,1.0,1.0,5
814494,1,1.0,2,2,,1.0,4
814495,1,2.0,6,1,3.0,2.0,4
814496,2,3.0,5,1,1.0,2.0,4
814497,2,1.0,3,2,1.0,1.0,5
814498,2,1.0,5,1,1.0,1.0,5
814500,1,2.0,1,2,1.0,1.0,4
814502,1,1.0,2,2,1.0,1.0,5
814503,1,2.0,4,1,1.0,1.0,5
814504,2,2.0,3,2,1.0,1.0,5
814505,2,1.0,2,2,,1.0,5
814506,2,,1,2,,,5
814507,2,3.0,7,2,1.0,2.0,3
814509,2,2.0,1,2,2.0,3.0,5
814510,2,2.0,4,1,3.0,1.0,5
814511,1,2.0,7,1,1.0,2.0,5
814512,1,2.0,1,2,,3.0,4
814513,2,2.0,5,2,1.0,2.0,4
814515,2,2.0,1,2,1.0,1.0,5
814516,1,3.0,4,1,1.0,1.0,4
814517,1,1.0,4,1,3.0,1.0,5
814518,1,2.0,6,1,3.0,1.0,3
814519,1,2.0,2,2,1.0,3.0,5
814520,2,1.0,2,2,1.0,1.0,5
814521,2,1.0,5,1,1.0,1.0,5
814522,2,2.0,4,1,1.0,3.0,4
814526,2,3.0,4,2,3.0,3.0,4
814527,1,4.0,2,2,1.0,1.0,4
814528,1,3.0,7,2,1.0,2.0,4
814529,2,2.0,2,2,3.0,3.0,4
814530,1,2.0,7,1,,2.0,4
814532,1,2.0,6,1,1.0,2.0,4
814533,2,5.0,6,1,1.0,2.0,3
814534,2,3.0,2,2,3.0,3.0,3
814535,2,4.0,7,2,1.0,2.0,3
814536,2,1.0,1,2,1.0,1.0,4
814537,1,3.0,2,2,1.0,1.0,4
814539,2,1.0,3,1,1.0,3.0,5
814540,2,3.0,3,2,3.0,3.0,3
814542,2,2.0,7,2,1.0,2.0,5
814543,1,2.0,3,2,1.0,1.0,3
814545,1,3.0,3,1,1.0,1.0,3
814546,1,3.0,5,1,1.0,1.0,3
814547,1,3.0,5,2,1.0,3.0,3
814548,2,2.0,2,1,1.0,1.0,4
814549,2,1.0,3,2,3.0,1.0,5
814551,1,1.0,2,2,3.0,1.0,4
814552,2,5.0,5,1,1.0,3.0,3
814553,1,2.0,5,1,1.0,1.0,4
814554,2,2.0,3,2,1.0,1.0,4
814555,2,1.0,4,2,1.0,1.0,5
814556,1,4.0,6,1,1.0,2.0,3
814557,2,2.0,2,2,3.0,1.0,5
814558,1,2.0,3,1,1.0,1.0,4
814562,1,2.0,5,1,1.0,2.0,5
814563,1,2.0,1,2,3.0,3.0,5
814564,1,3.0,5,2,1.0,3.0,3
