,RespSex,Q6_1,age_dv,marstat2,religion_dv,workstat2,wimd_2014_quintile
813054,1,1.0,1,2,1.0,3.0,4
813055,1,4.0,4,2,,3.0,4
813056,1,1.0,1,2,1.0,3.0,5
813057,1,2.0,1,2,3.0,3.0,5
813058,2,1.0,1,2,1.0,1.0,5
813059,2,2.0,3,1,1.0,3.0,5
813060,1,1.0,1,2,3.0,3.0,4
813061,1,1.0,1,2,3.0,11.0,5
813062,1,2.0,1,2,3.0,1.0,5
813063,1,1.0,2,2,3.0,1.0,5
813064,2,2.0,1,2,2.0,3.0,5
813065,1,1.0,1,2,3.0,3.0,4
813066,2,2.0,6,1,1.0,2.0,5
813067,1,3.0,5,2,3.0,1.0,4
813068,1,1.0,1,2,1.0,3.0,4
813069,1,3.0,7,1,2.0,2.0,3
813070,2,1.0,1,2,1.0,3.0,4
813071,2,1.0,5,2,1.0,1.0,5
813072,2,1.0,1,2,3.0,3.0,4
813073,1,1.0,1,2,1.0,3.0,5
813074,1,1.0,3,2,3.0,1.0,5
813076,1,,1,2,,,5
813078,2,2.0,2,2,1.0,1.0,5
813079,2,1.0,1,2,3.0,1.0,5
813081,1,2.0,4,1,1.0,3.0,4
813083,2,5.0,5,1,1.0,3.0,3
813085,1,2.0,7,1,1.0,2.0,4
813086,2,2.0,2,2,1.0,3.0,4
813087,2,2.0,5,1,1.0,1.0,4
813088,1,4.0,5,2,1.0,3.0,4
813089,1,5.0,4,1,3.0,2.0,4
813090,1,1.0,3,1,1.0,1.0,5
813092,2,1.0,4,2,1.0,1.0,5
813093,2,2.0,7,2,1.0,2.0,4
813094,1,3.0,3,1,,3.0,3
813095,1,2.0,6,1,1.0,2.0,4
813096,1,2.0,5,2,1.0,1.0,5
813097,1,2.0,4,1,1.0,1.0,4
813098,1,2.0,2,2,3.0,1.0,4
813099,1,2.0,5,1,3.0,1.0,5
813100,1,2.0,2,2,3.0,3.0,5
813102,2,2.0,6,2,1.0,2.0,4
813103,1,2.0,7,1,3.0,2.0,4
813104,1,1.0,1,2,,3.0,5
813105,1,1.0,4,2,1.0,1.0,4
813106,1,3.0,5,2,1.0,1.0,5
813107,1,2.0,5,2,3.0,2.0,4
813108,1,1.0,1,2,3.0,3.0,-9
813109,1,5.0,5,2,1.0,3.0,4
813110,1,1.0,3,1,3.0,1.0,5
813111,1,1.0,6,2,1.0,2.0,4
813114,1,1.0,3,1,2.0,1.0,4
813116,2,3.0,7,2,1.0,2.0,3
813117,2,1.0,2,1,2.0,3.0,5
813118,2,1.0,2,2,,1.0,5
813119,1,2.0,5,1,1.0,3.0,4
813120,1,3.0,3,2,1.0,1.0,5
813121,2,1.0,1,2,3.0,1.0,5
813123,1,1.0,1,2,1.0,1.0,4
813126,2,1.0,1,2,3.0,1.0,4
813127,1,1.0,4,1,1.0,1.0,5
813128,2,2.0,4,1,1.0,1.0,5
813129,1,1.0,1,2,1.0,3.0,5
813130,2,1.0,2,2,1.0,3.0,4
813131,1,1.0,1,1,3.0,1.0,5
813133,1,1.0,3,1,2.0,1.0,5
813135,2,2.0,1,2,3.0,3.0,5
813136,2,1.0,4,1,3.0,1.0,5
813137,1,1.0,2,2,3.0,1.0,4
813138,1,3.0,2,1,2.0,1.0,5
813140,2,1.0,2,2,3.0,1.0,4
813141,1,1.0,2,2,1.0,1.0,5
813143,1,1.0,1,2,3.0,1.0,5
813144,1,1.0,4,1,1.0,1.0,3
813145,1,3.0,7,2,3.0,2.0,3
813146,1,1.0,7,1,1.0,2.0,4
813147,2,1.0,2,2,1.0,1.0,5
813148,2,1.0,5,2,1.0,1.0,5
813149,1,2.0,3,2,1.0,1.0,5
813150,1,2.0,4,2,1.0,1.0,5
813152,2,3.0,4,1,1.0,1.0,3
813153,1,1.0,3,1,3.0,1.0,4
813154,2,2.0,1,2,3.0,1.0,5
813155,1,3.0,2,2,,3.0,3
813156,1,1.0,6,2,,2.0,3
813157,1,1.0,2,1,1.0,1.0,5
813159,2,4.0,4,2,3.0,3.0,4
813160,1,4.0,5,1,3.0,3.0,3
813161,2,4.0,5,1,1.0,1.0,4
813163,2,3.0,6,2,1.0,3.0,3
813164,2,3.0,2,2,3.0,1.0,5
813165,2,1.0,5,1,2.0,1.0,5
813166,1,3.0,3,2,1.0,3.0,4
813169,1,1.0,1,2,1.0,1.0,5
813170,1,,1,2,,,5
813171,1,3.0,6,1,3.0,2.0,3
813172,1,1.0,1,2,1.0,1.0,4
813173,1,4.0,5,1,,2.0,3
813175,2,2.0,5,1,1.0,2.0,4
813177,2,2.0,6,2,1.0,2.0,5
813178,2,2.0,2,2,1.0,1.0,5
813179,1,3.0,6,1,1.0,2.0,4
813180,2,1.0,2,1,1.0,3.0,4
813181,2,1.0,3,2,3.0,1.0,4
813182,1,2.0,5,1,1.0,1.0,4
813183,1,1.0,3,2,1.0,3.0,3
813184,1,2.0,4,1,,1.0,5
813186,1,2.0,7,1,1.0,2.0,3
813187,1,1.0,3,1,1.0,1.0,5
813188,2,1.0,2,2,1.0,1.0,5
813189,1,4.0,7,1,,2.0,4
813190,2,3.0,7,2,1.0,2.0,4
813192,1,2.0,4,2,1.0,1.0,4
813193,2,2.0,3,1,3.0,1.0,4
813194,2,1.0,4,1,1.0,1.0,5
813195,1,1.0,3,1,1.0,1.0,5
813197,2,3.0,6,2,1.0,2.0,3
813199,2,2.0,1,2,3.0,3.0,4
813200,1,1.0,2,1,3.0,1.0,5
813201,1,4.0,5,1,1.0,3.0,4
813202,1,1.0,4,1,3.0,1.0,4
813203,2,2.0,2,2,3.0,1.0,5
813204,2,2.0,5,1,3.0,3.0,4
813205,1,1.0,2,2,1.0,1.0,5
813207,1,3.0,3,2,3.0,3.0,3
813209,2,2.0,2,2,1.0,3.0,4
813210,1,3.0,4,2,1.0,3.0,5
813211,2,1.0,1,2,1.0,3.0,5
813213,1,2.0,2,2,1.0,1.0,3
813214,2,1.0,1,2,3.0,3.0,5
813216,2,1.0,5,1,1.0,1.0,4
813217,1,1.0,2,2,3.0,1.0,4
813218,2,5.0,7,2,1.0,2.0,3
813219,2,3.0,7,2,1.0,2.0,4
813220,1,2.0,4,1,1.0,1.0,5
813222,1,3.0,4,1,1.0,1.0,5
813223,1,3.0,6,1,1.0,2.0,5
813224,1,1.0,4,1,,1.0,5
813226,1,3.0,4,1,,3.0,5
813227,2,1.0,3,2,3.0,1.0,5
813228,2,2.0,5,2,3.0,2.0,5
813229,2,2.0,5,2,1.0,1.0,5
813232,1,3.0,5,1,3.0,3.0,3
813233,1,2.0,2,1,3.0,1.0,4
813234,2,1.0,4,2,1.0,1.0,5
813235,2,3.0,5,1,1.0,2.0,3
813237,2,3.0,7,1,1.0,2.0,4
813238,2,2.0,6,1,1.0,2.0,5
813239,1,3.0,1,2,2.0,1.0,4
813240,2,2.0,1,2,3.0,3.0,4
813241,1,2.0,6,1,1.0,2.0,4
813242,1,3.0,7,1,1.0,2.0,4
813243,1,2.0,4,1,3.0,1.0,5
813244,2,1.0,3,1,1.0,1.0,5
813245,1,4.0,5,1,1.0,3.0,4
813247,1,1.0,3,1,3.0,1.0,5
813249,1,3.0,6,1,1.0,2.0,4
813250,2,1.0,4,1,1.0,1.0,4
813251,2,3.0,5,1,2.0,2.0,5
813252,1,1.0,5,1,1.0,1.0,5
813253,2,2.0,7,1,1.0,2.0,4
813254,1,2.0,6,1,1.0,2.0,4
813255,2,4.0,7,2,1.0,2.0,3
813256,1,4.0,5,2,3.0,3.0,5
813258,2,4.0,4,2,3.0,3.0,4
813259,2,2.0,2,2,1.0,1.0,5
813261,1,3.0,7,2,1.0,2.0,3
813262,1,2.0,7,1,1.0,2.0,4
813263,1,2.0,4,1,1.0,1.0,4
813264,1,4.0,7,2,1.0,2.0,4
813267,1,5.0,6,1,3.0,1.0,4
813268,1,2.0,7,1,3.0,2.0,3
813269,1,2.0,5,2,3.0,1.0,3
813270,1,1.0,2,2,1.0,1.0,4
813272,2,3.0,4,2,,1.0,4
813273,2,2.0,5,1,1.0,1.0,4
813274,1,2.0,3,2,1.0,1.0,5
813275,2,1.0,2,1,1.0,1.0,4
813276,2,5.0,6,1,,3.0,3
813279,2,5.0,7,2,1.0,2.0,3
813280,2,1.0,1,2,3.0,1.0,4
813281,1,2.0,2,1,3.0,1.0,3
813282,2,1.0,1,2,3.0,1.0,5
813283,1,2.0,1,2,1.0,1.0,3
813284,1,2.0,2,2,,1.0,5
813286,1,3.0,5,2,,1.0,4
813287,1,3.0,4,1,3.0,1.0,5
813288,1,3.0,5,1,1.0,2.0,3
813291,1,2.0,6,1,1.0,2.0,4
813292,2,2.0,2,2,3.0,1.0,5
813293,2,,1,2,,,5
813294,2,3.0,2,2,3.0,3.0,4
813295,1,1.0,4,2,,1.0,4
813296,1,2.0,5,1,1.0,1.0,5
813297,1,1.0,2,1,3.0,1.0,5
813298,2,2.0,5,1,1.0,2.0,5
813299,1,2.0,6,1,1.0,2.0,3
813300,1,2.0,3,1,1.0,1.0,4
813301,1,1.0,3,2,1.0,1.0,5
813302,2,2.0,3,2,2.0,3.0,3
813303,1,1.0,6,1,1.0,2.0,5
813304,1,2.0,5,1,3.0,2.0,4
813306,2,3.0,5,1,1.0,2.0,3
813309,2,2.0,4,2,3.0,1.0,5
813310,1,4.0,6,1,3.0,2.0,3
813311,2,1.0,1,2,3.0,3.0,4
813312,2,2.0,5,1,1.0,2.0,3
813313,2,1.0,3,2,1.0,1.0,4
813314,2,2.0,3,2,3.0,3.0,4
813315,2,2.0,1,2,3.0,3.0,4
813316,2,1.0,3,2,1.0,1.0,4
813317,2,1.0,5,2,1.0,1.0,5
813318,1,3.0,7,2,1.0,2.0,4
813319,2,1.0,2,1,1.0,1.0,5
813320,1,2.0,2,1,1.0,3.0,3
813321,1,5.0,5,1,1.0,2.0,4
813322,1,2.0,6,1,3.0,1.0,4
813323,2,1.0,1,2,1.0,1.0,5
813324,2,2.0,4,1,1.0,1.0,4
813325,2,3.0,7,2,,2.0,3
813326,1,4.0,3,2,1.0,3.0,3
813327,1,2.0,5,2,2.0,3.0,3
813328,1,2.0,1,2,1.0,1.0,5
813329,1,1.0,1,1,1.0,1.0,5
813330,2,1.0,5,1,3.0,1.0,5
813331,1,5.0,5,2,1.0,3.0,4
813332,1,1.0,1,2,,3.0,3
813334,2,2.0,5,1,1.0,1.0,3
813335,2,3.0,6,1,1.0,2.0,3
813336,1,2.0,4,2,1.0,3.0,4
813337,2,1.0,6,1,1.0,2.0,4
813338,2,2.0,5,1,1.0,1.0,4
813340,1,3.0,7,2,1.0,2.0,3
813341,2,2.0,5,1,,2.0,4
813342,2,5.0,5,1,1.0,3.0,3
813343,2,3.0,6,1,1.0,2.0,4
813344,1,2.0,3,2,,1.0,5
813345,1,2.0,5,1,3.0,2.0,5
813346,1,5.0,3,1,1.0,3.0,3
813347,2,4.0,4,2,1.0,3.0,5
813348,1,2.0,6,1,,1.0,5
813349,2,1.0,2,1,3.0,1.0,5
813350,1,1.0,5,2,3.0,1.0,5
813351,1,2.0,1,2,3.0,3.0,3
813352,2,1.0,3,2,1.0,1.0,4
813353,1,2.0,4,2,1.0,1.0,5
813354,1,3.0,2,2,3.0,3.0,4
813355,1,2.0,6,1,1.0,2.0,5
813357,2,3.0,6,1,1.0,2.0,4
813358,2,4.0,1,2,1.0,3.0,5
813360,1,1.0,4,1,3.0,1.0,3
813361,1,3.0,7,2,,2.0,4
813362,2,5.0,7,1,1.0,2.0,3
813363,1,1.0,5,1,3.0,1.0,4
813365,1,2.0,4,1,2.0,2.0,4
813366,1,1.0,4,2,,1.0,5
813368,1,1.0,2,2,1.0,1.0,5
813369,2,2.0,5,1,3.0,1.0,4
813370,1,1.0,1,2,1.0,11.0,4
813372,2,1.0,3,1,1.0,1.0,5
813373,1,1.0,2,1,3.0,1.0,5
813374,2,2.0,1,2,1.0,3.0,4
813376,1,4.0,3,2,3.0,3.0,3
813377,2,2.0,3,2,3.0,1.0,4
813378,1,3.0,4,2,1.0,3.0,3
813379,1,2.0,3,1,3.0,1.0,4
813380,1,3.0,7,2,1.0,2.0,3
813381,1,2.0,3,2,3.0,1.0,5
813382,1,1.0,3,1,1.0,1.0,3
813383,1,1.0,1,2,3.0,11.0,4
813385,1,1.0,4,1,1.0,1.0,3
813387,2,1.0,5,1,1.0,1.0,4
813388,2,1.0,5,1,1.0,1.0,3
813389,2,1.0,3,2,3.0,1.0,5
813390,1,3.0,4,1,1.0,1.0,4
813391,2,1.0,2,2,1.0,1.0,5
813392,2,3.0,7,2,,2.0,3
813393,1,2.0,4,1,1.0,1.0,5
813394,1,,1,2,,,4
813396,2,4.0,6,2,1.0,2.0,4
813397,1,1.0,2,1,,1.0,5
813399,2,3.0,5,2,3.0,3.0,4
813400,1,2.0,7,1,1.0,2.0,4
813401,2,1.0,2,1,1.0,1.0,5
813402,2,1.0,5,1,1.0,2.0,3
813404,2,4.0,6,2,1.0,2.0,4
813405,2,1.0,4,2,1.0,1.0,5
813406,1,4.0,6,1,1.0,2.0,4
813407,2,1.0,4,2,1.0,1.0,5
813408,2,2.0,2,2,3.0,3.0,5
813409,1,1.0,5,2,3.0,1.0,4
813410,1,1.0,2,1,3.0,1.0,5
813412,1,1.0,3,1,3.0,1.0,4
813413,2,1.0,6,1,3.0,2.0,4
813414,2,2.0,4,2,1.0,1.0,5
813415,1,2.0,3,1,3.0,1.0,4
813416,1,4.0,6,1,1.0,2.0,4
813418,2,2.0,3,1,3.0,1.0,4
813419,1,1.0,4,2,3.0,1.0,4
813420,2,1.0,4,2,1.0,1.0,5
813421,2,3.0,5,1,1.0,1.0,4
813422,2,3.0,7,2,1.0,2.0,3
813423,2,1.0,3,2,1.0,3.0,4
813425,2,1.0,3,2,3.0,1.0,5
813426,1,1.0,1,2,3.0,3.0,3
813427,1,4.0,3,1,1.0,3.0,3
813428,2,1.0,2,2,3.0,1.0,5
813429,2,3.0,6,1,1.0,2.0,3
813430,2,1.0,2,1,1.0,1.0,5
813431,1,3.0,5,1,1.0,1.0,4
813432,1,,1,2,,,5
813433,2,1.0,3,2,1.0,1.0,4
813434,1,3.0,7,2,1.0,2.0,4
813435,1,2.0,4,2,3.0,1.0,4
813436,2,2.0,7,2,1.0,2.0,4
813437,1,2.0,4,1,3.0,1.0,4
813438,1,1.0,5,1,1.0,1.0,5
813439,2,1.0,2,2,3.0,1.0,3
813441,2,4.0,3,2,1.0,3.0,4
813443,1,1.0,2,2,3.0,1.0,5
813444,1,4.0,4,2,3.0,3.0,3
813445,1,2.0,2,2,1.0,1.0,4
813446,1,2.0,3,2,1.0,1.0,5
813449,2,5.0,7,2,1.0,2.0,3
813450,2,4.0,6,2,3.0,2.0,3
813451,2,1.0,2,1,3.0,1.0,4
813452,1,1.0,5,2,1.0,1.0,5
813453,1,2.0,4,1,3.0,1.0,5
813455,2,1.0,3,1,1.0,1.0,4
813456,2,2.0,7,1,1.0,2.0,3
813457,2,4.0,5,1,3.0,3.0,4
813458,1,1.0,4,1,3.0,3.0,4
813460,1,1.0,1,2,1.0,1.0,4
813461,1,2.0,2,2,3.0,1.0,4
813462,2,1.0,3,1,1.0,1.0,5
813463,1,3.0,3,1,1.0,1.0,5
813465,2,2.0,3,2,3.0,1.0,5
813466,1,2.0,3,2,3.0,1.0,5
813467,1,3.0,1,2,3.0,3.0,3
813468,2,1.0,1,2,,3.0,3
813470,2,4.0,6,1,1.0,2.0,4
813471,2,1.0,3,1,1.0,1.0,5
813472,1,1.0,7,1,1.0,2.0,4
813473,2,4.0,5,1,1.0,2.0,4
813474,1,1.0,3,1,3.0,1.0,4
813475,1,2.0,4,1,3.0,1.0,5
813476,2,1.0,4,1,1.0,1.0,5
813477,2,2.0,1,2,1.0,1.0,5
813479,2,2.0,3,1,3.0,1.0,5
813481,2,4.0,4,1,1.0,3.0,4
813482,2,1.0,4,2,1.0,1.0,4
813483,2,4.0,5,1,1.0,3.0,4
813484,1,3.0,7,2,,2.0,4
813485,1,1.0,1,2,3.0,3.0,5
813486,1,3.0,5,1,1.0,3.0,4
813487,2,3.0,7,2,3.0,3.0,3
813488,1,1.0,2,1,1.0,1.0,4
813489,2,3.0,7,2,1.0,2.0,5
813490,2,2.0,5,2,1.0,2.0,5
813491,1,1.0,1,2,3.0,3.0,4
813493,1,2.0,6,1,1.0,2.0,4
813494,1,2.0,4,1,3.0,1.0,4
813495,2,3.0,6,2,1.0,2.0,4
813496,2,1.0,3,1,3.0,3.0,4
813499,1,1.0,1,2,1.0,3.0,5
813500,2,1.0,3,2,3.0,3.0,3
813501,1,1.0,3,1,1.0,3.0,4
813502,2,2.0,5,1,1.0,1.0,5
813503,2,1.0,5,1,3.0,2.0,5
813504,1,2.0,1,2,3.0,3.0,4
813506,1,3.0,7,2,1.0,2.0,3
813507,1,4.0,5,2,1.0,3.0,4
813508,2,4.0,6,1,,2.0,3
813509,1,2.0,2,2,3.0,1.0,5
813510,2,4.0,4,1,1.0,1.0,4
813512,2,2.0,4,1,3.0,1.0,3
813513,1,1.0,3,1,1.0,1.0,5
813514,1,2.0,5,2,1.0,3.0,3
813515,1,4.0,5,2,3.0,3.0,4
813516,1,2.0,7,1,1.0,2.0,4
813517,2,2.0,2,2,1.0,1.0,5
813518,1,1.0,1,2,1.0,3.0,4
813519,2,4.0,3,2,3.0,3.0,4
813520,1,5.0,5,2,1.0,1.0,4
813521,1,4.0,5,1,3.0,2.0,3
813522,1,2.0,5,1,3.0,1.0,4
813523,1,3.0,5,1,1.0,2.0,3
813524,1,2.0,3,2,1.0,1.0,5
813525,2,3.0,6,1,1.0,2.0,3
813526,2,4.0,6,1,1.0,2.0,3
813527,1,3.0,7,1,3.0,2.0,3
813528,1,1.0,1,2,3.0,1.0,4
813529,1,2.0,5,1,1.0,1.0,4
813530,2,1.0,4,1,3.0,1.0,5
813531,2,3.0,4,1,1.0,1.0,4
813532,1,1.0,2,2,1.0,1.0,5
813533,1,2.0,5,2,,1.0,5
813534,1,1.0,3,2,3.0,1.0,4
813535,2,1.0,3,2,1.0,1.0,4
813536,2,1.0,4,2,,1.0,5
813537,2,2.0,6,2,3.0,2.0,4
813538,1,4.0,5,1,1.0,3.0,3
813539,2,2.0,7,2,1.0,2.0,5
813540,1,1.0,2,2,3.0,3.0,3
813541,2,4.0,5,1,1.0,2.0,3
813543,1,3.0,7,1,1.0,2.0,4
813544,1,1.0,2,1,3.0,1.0,5
813547,1,4.0,3,2,1.0,3.0,3
813548,2,1.0,3,1,1.0,1.0,5
813549,2,1.0,4,1,1.0,1.0,5
813550,1,2.0,3,2,1.0,1.0,3
813551,1,1.0,3,2,3.0,1.0,5
813552,2,2.0,1,2,3.0,3.0,5
813553,2,1.0,5,1,1.0,1.0,5
813554,1,4.0,4,2,1.0,1.0,3
813555,2,2.0,4,1,3.0,1.0,5
813557,2,1.0,3,2,1.0,1.0,3
813558,1,1.0,1,2,3.0,3.0,4
813559,2,3.0,5,1,1.0,2.0,3
813560,2,2.0,4,2,1.0,1.0,5
813561,1,4.0,3,2,3.0,3.0,4
813563,1,3.0,5,1,3.0,1.0,3
813564,1,2.0,2,2,3.0,3.0,5
813565,2,3.0,7,1,1.0,2.0,3
813566,2,3.0,4,1,3.0,1.0,3
813568,1,4.0,3,2,3.0,3.0,4
813569,2,1.0,1,2,3.0,1.0,5
813570,1,4.0,3,2,,3.0,4
813571,1,2.0,5,1,1.0,1.0,4
813572,1,1.0,3,2,3.0,1.0,3
813573,1,3.0,6,1,3.0,2.0,3
813575,1,3.0,5,1,1.0,2.0,3
813576,1,2.0,5,1,1.0,1.0,3
813577,1,2.0,2,2,3.0,1.0,5
813579,1,5.0,5,1,1.0,3.0,4
813580,1,3.0,6,2,1.0,2.0,3
813581,1,1.0,3,1,1.0,1.0,5
813582,2,2.0,5,2,3.0,1.0,5
813583,1,,1,2,,,5
813584,1,4.0,2,2,3.0,1.0,4
813586,2,4.0,1,2,3.0,1.0,4
813587,1,1.0,4,1,3.0,1.0,5
813588,1,1.0,4,1,1.0,1.0,5
813589,1,2.0,3,1,3.0,1.0,5
813590,2,2.0,4,1,1.0,1.0,5
813591,2,2.0,6,1,1.0,2.0,4
813592,1,1.0,4,1,3.0,1.0,5
813593,2,1.0,1,2,3.0,1.0,5
813594,2,1.0,4,2,1.0,1.0,3
813598,2,2.0,1,2,3.0,3.0,4
813599,2,4.0,5,2,3.0,2.0,4
813601,2,3.0,3,2,3.0,3.0,4
813602,2,1.0,3,1,1.0,1.0,5
813603,1,2.0,4,1,1.0,1.0,5
813606,2,1.0,3,1,3.0,1.0,5
813607,2,1.0,4,1,3.0,1.0,5
813608,1,1.0,3,1,1.0,1.0,5
813609,1,1.0,4,1,1.0,1.0,5
813610,1,2.0,4,2,1.0,1.0,4
813611,2,1.0,2,1,3.0,1.0,5
813613,2,1.0,5,1,1.0,3.0,3
813614,1,1.0,1,2,1.0,1.0,4
813615,2,4.0,7,1,1.0,2.0,3
813616,1,1.0,3,2,3.0,1.0,4
813619,1,2.0,2,1,3.0,1.0,5
813620,1,3.0,6,1,3.0,2.0,4
813621,1,5.0,7,2,,2.0,4
813622,1,3.0,2,1,3.0,3.0,4
813624,2,1.0,3,2,3.0,1.0,5
813625,1,2.0,3,1,1.0,1.0,4
813627,2,4.0,7,2,3.0,2.0,3
813628,2,1.0,1,2,3.0,1.0,5
813629,2,3.0,5,1,1.0,1.0,5
813631,2,4.0,3,2,3.0,3.0,5
813632,2,4.0,4,1,1.0,3.0,4
813633,1,3.0,7,1,1.0,2.0,3
813634,2,2.0,6,1,1.0,2.0,4
813638,2,1.0,3,1,1.0,1.0,4
813640,2,3.0,4,1,,3.0,5
813641,2,1.0,2,2,3.0,3.0,5
813642,2,2.0,5,1,1.0,1.0,5
813645,2,3.0,6,2,1.0,2.0,3
813646,2,3.0,6,1,,2.0,3
813647,1,5.0,6,1,1.0,2.0,3
813648,2,2.0,5,1,,2.0,4
813649,2,3.0,5,1,1.0,3.0,3
813652,1,4.0,5,2,3.0,3.0,3
813653,1,3.0,4,2,3.0,1.0,4
813654,1,2.0,6,1,1.0,2.0,3
813655,2,1.0,4,2,1.0,1.0,4
813657,2,1.0,4,1,1.0,1.0,3
813658,2,3.0,7,2,1.0,2.0,4
813659,1,3.0,1,2,1.0,1.0,3
813660,2,5.0,6,2,1.0,3.0,4
813661,2,2.0,3,1,1.0,1.0,3
813662,1,2.0,2,1,1.0,1.0,4
813663,2,3.0,1,2,1.0,3.0,4
813665,2,1.0,6,2,1.0,2.0,5
813666,2,1.0,1,2,1.0,1.0,5
813667,1,2.0,6,2,1.0,2.0,4
813668,1,3.0,5,1,1.0,2.0,4
813669,1,2.0,1,2,,3.0,4
813671,2,3.0,7,2,3.0,3.0,3
813672,2,1.0,3,2,1.0,3.0,3
813673,2,4.0,4,2,1.0,1.0,4
813674,2,1.0,1,2,3.0,1.0,4
813675,2,1.0,5,1,1.0,1.0,4
813676,1,2.0,2,2,1.0,3.0,3
813677,1,1.0,4,1,1.0,1.0,5
813678,2,3.0,7,2,1.0,2.0,4
813679,1,5.0,3,2,,3.0,4
813680,2,4.0,7,2,1.0,2.0,3
813681,1,1.0,3,1,3.0,1.0,3
813682,1,3.0,7,2,,2.0,3
813683,1,,1,2,,,5
813684,2,2.0,7,1,3.0,2.0,5
813685,1,2.0,7,1,1.0,2.0,4
813686,1,1.0,6,2,3.0,2.0,4
813688,1,2.0,3,1,1.0,1.0,5
813689,2,4.0,4,2,,2.0,3
813690,2,4.0,7,2,1.0,2.0,3
813691,1,1.0,2,2,1.0,1.0,4
813692,1,1.0,5,1,,1.0,4
813694,2,2.0,6,1,1.0,1.0,4
813695,1,1.0,1,2,3.0,3.0,5
813697,2,2.0,3,2,3.0,1.0,4
813698,1,2.0,5,2,3.0,2.0,5
813699,1,1.0,2,2,1.0,1.0,4
813700,1,2.0,6,1,1.0,2.0,3
813702,1,1.0,5,1,1.0,2.0,4
813703,2,2.0,5,1,1.0,2.0,4
813704,2,2.0,3,1,1.0,1.0,5
813705,2,1.0,4,1,1.0,1.0,5
813706,1,1.0,2,2,1.0,1.0,5
813708,1,1.0,5,1,1.0,1.0,5
813709,2,2.0,6,2,3.0,2.0,4
813710,2,1.0,4,1,1.0,1.0,5
813711,2,4.0,5,1,1.0,2.0,3
813716,2,2.0,5,1,1.0,1.0,5
813717,1,2.0,7,2,3.0,2.0,5
813718,2,4.0,6,1,1.0,2.0,4
813719,1,2.0,1,2,1.0,3.0,3
813721,1,2.0,7,2,1.0,1.0,4
813722,2,2.0,3,1,3.0,1.0,5
813723,1,2.0,6,1,1.0,2.0,3
813725,2,1.0,5,1,1.0,1.0,5
813726,1,2.0,4,2,1.0,3.0,3
813727,1,2.0,3,1,1.0,1.0,4
813729,2,1.0,1,2,1.0,1.0,4
813730,1,2.0,5,2,1.0,1.0,5
813732,1,,1,2,,,4
813733,1,2.0,6,1,1.0,2.0,3
813735,2,2.0,4,1,1.0,1.0,5
813736,1,3.0,6,1,1.0,2.0,4
813737,1,3.0,5,2,1.0,3.0,3
813738,2,2.0,6,2,3.0,2.0,4
813739,1,4.0,7,2,1.0,2.0,3
813740,2,1.0,4,1,1.0,3.0,5
813741,2,3.0,5,1,1.0,2.0,4
813742,2,1.0,6,1,1.0,2.0,3
813743,2,3.0,7,1,1.0,2.0,3
813744,1,3.0,7,1,1.0,2.0,3
813745,1,1.0,7,1,3.0,2.0,4
813746,1,2.0,6,1,1.0,2.0,3
813747,2,4.0,5,1,1.0,2.0,3
813748,1,3.0,5,2,1.0,3.0,4
813749,1,5.0,6,1,3.0,2.0,4
813750,1,3.0,6,2,,2.0,4
813751,2,1.0,4,2,3.0,1.0,5
813752,1,3.0,6,1,3.0,2.0,3
813753,1,2.0,4,1,1.0,1.0,5
813754,1,1.0,3,1,1.0,1.0,5
813755,1,3.0,4,2,3.0,1.0,5
813756,2,2.0,4,1,3.0,3.0,4
813758,2,1.0,2,2,1.0,1.0,5
813759,1,3.0,4,1,3.0,1.0,4
813760,1,2.0,4,1,1.0,1.0,4
813761,2,4.0,3,1,1.0,1.0,4
813763,2,2.0,3,1,3.0,1.0,5
813764,1,3.0,6,1,1.0,2.0,4
813765,2,1.0,1,2,3.0,3.0,4
813766,1,1.0,1,2,1.0,11.0,4
813767,1,1.0,4,2,1.0,1.0,5
813768,2,1.0,2,2,3.0,1.0,5
813769,2,1.0,7,1,1.0,2.0,4
813770,2,3.0,1,2,3.0,1.0,5
813771,1,2.0,4,1,1.0,1.0,4
813772,2,3.0,1,2,1.0,3.0,5
813773,1,4.0,5,2,3.0,3.0,3
813775,1,2.0,3,1,1.0,1.0,5
813777,2,3.0,6,1,1.0,2.0,4
813778,2,1.0,5,2,1.0,2.0,5
813779,1,1.0,3,2,3.0,1.0,4
813782,1,4.0,2,1,1.0,3.0,3
813783,2,2.0,1,2,1.0,1.0,5
813784,1,3.0,5,1,1.0,3.0,4
813786,2,5.0,5,1,1.0,3.0,4
813787,1,3.0,6,2,1.0,2.0,4
813788,2,2.0,2,2,1.0,1.0,3
813789,1,2.0,4,2,1.0,1.0,4
813790,1,3.0,4,2,1.0,1.0,4
813791,1,2.0,4,1,1.0,1.0,5
813792,2,1.0,1,2,1.0,3.0,4
813793,1,1.0,4,1,1.0,1.0,5
813794,1,2.0,4,1,1.0,1.0,5
813795,1,1.0,5,2,1.0,1.0,5
813796,2,3.0,4,2,1.0,2.0,4
813797,2,1.0,4,1,1.0,1.0,4
813798,1,3.0,4,2,3.0,3.0,4
813799,2,2.0,3,2,3.0,1.0,5
813800,2,1.0,1,2,3.0,3.0,3
813801,2,2.0,6,1,1.0,2.0,5
813802,1,3.0,7,2,1.0,2.0,3
813803,1,2.0,6,1,1.0,1.0,5
813805,2,1.0,3,1,1.0,1.0,5
