,Q6_1,RespSex,age_dv,marstat2,religion_dv,source,wimd_2014_quintile,workstat2
326122,2.0,2,4.0,2.0,1.0,census,4.0,1.0
326123,2.0,1,1.0,2.0,3.0,census,4.0,3.0
326125,2.0,1,4.0,2.0,3.0,census,5.0,1.0
326126,2.0,1,6.0,1.0,1.0,census,5.0,2.0
326127,1.0,1,3.0,1.0,3.0,census,5.0,1.0
326128,2.0,2,5.0,1.0,1.0,census,3.0,3.0
326129,2.0,2,4.0,1.0,1.0,census,5.0,3.0
326131,1.0,1,4.0,1.0,,census,5.0,1.0
326133,2.0,1,2.0,2.0,1.0,census,4.0,1.0
326134,1.0,2,1.0,2.0,1.0,census,5.0,3.0
326135,1.0,2,4.0,1.0,3.0,census,5.0,1.0
326136,1.0,1,3.0,2.0,1.0,census,5.0,1.0
326137,2.0,2,2.0,2.0,3.0,census,4.0,1.0
326138,1.0,2,3.0,1.0,3.0,census,4.0,1.0
326139,2.0,1,3.0,1.0,3.0,census,5.0,1.0
326141,1.0,2,1.0,1.0,1.0,census,5.0,1.0
326142,2.0,1,2.0,2.0,,census,5.0,1.0
326143,3.0,2,5.0,1.0,3.0,census,3.0,1.0
326144,1.0,2,2.0,2.0,1.0,census,5.0,3.0
326145,2.0,1,6.0,2.0,1.0,census,4.0,2.0
326146,2.0,1,1.0,2.0,3.0,census,3.0,3.0
326147,2.0,1,3.0,2.0,,census,4.0,3.0
326148,3.0,2,4.0,1.0,1.0,census,5.0,3.0
326150,2.0,2,1.0,2.0,3.0,census,5.0,1.0
326151,1.0,2,4.0,1.0,1.0,census,5.0,1.0
326152,1.0,2,4.0,1.0,1.0,census,5.0,1.0
326153,2.0,2,5.0,1.0,3.0,census,5.0,2.0
326155,2.0,2,6.0,1.0,1.0,census,4.0,2.0
326156,3.0,2,7.0,2.0,1.0,census,4.0,2.0
326157,4.0,1,7.0,1.0,1.0,census,3.0,2.0
326159,2.0,1,6.0,1.0,1.0,census,4.0,2.0
326160,2.0,2,5.0,2.0,1.0,census,4.0,1.0
326162,1.0,2,1.0,2.0,1.0,census,4.0,3.0
326163,1.0,1,4.0,1.0,1.0,census,5.0,1.0
326164,2.0,2,2.0,2.0,3.0,census,5.0,3.0
326165,1.0,1,5.0,1.0,1.0,census,3.0,1.0
326166,4.0,1,4.0,2.0,3.0,census,3.0,1.0
326167,2.0,2,4.0,1.0,3.0,census,5.0,1.0
326168,2.0,2,4.0,2.0,3.0,census,4.0,1.0
326169,1.0,2,7.0,1.0,1.0,census,5.0,2.0
326172,2.0,2,3.0,2.0,1.0,census,4.0,1.0
326173,2.0,1,5.0,1.0,1.0,census,5.0,1.0
326174,2.0,1,2.0,2.0,1.0,census,5.0,1.0
326176,2.0,2,3.0,1.0,1.0,census,4.0,1.0
326177,1.0,1,5.0,1.0,1.0,census,5.0,1.0
326178,1.0,1,5.0,1.0,3.0,census,5.0,1.0
326179,2.0,2,3.0,1.0,3.0,census,5.0,1.0
326182,1.0,2,3.0,1.0,1.0,census,5.0,1.0
326185,3.0,2,3.0,2.0,3.0,census,3.0,1.0
326187,1.0,1,2.0,2.0,3.0,census,5.0,1.0
326188,1.0,1,1.0,2.0,3.0,census,3.0,3.0
326189,3.0,1,4.0,1.0,1.0,census,4.0,1.0
326190,2.0,1,2.0,2.0,2.0,census,4.0,3.0
326191,1.0,1,4.0,1.0,3.0,census,5.0,1.0
326192,3.0,2,7.0,1.0,1.0,census,4.0,2.0
326193,1.0,1,5.0,1.0,1.0,census,5.0,1.0
326194,4.0,1,6.0,1.0,3.0,census,4.0,2.0
326195,3.0,1,7.0,2.0,1.0,census,4.0,2.0
326196,2.0,1,4.0,2.0,1.0,census,5.0,1.0
326198,4.0,1,6.0,1.0,3.0,census,3.0,2.0
326199,1.0,2,2.0,2.0,3.0,census,5.0,1.0
326200,1.0,1,6.0,2.0,1.0,census,4.0,2.0
326201,3.0,1,5.0,1.0,3.0,census,3.0,2.0
326203,2.0,1,3.0,1.0,3.0,census,5.0,1.0
326204,1.0,2,3.0,1.0,1.0,census,4.0,1.0
326205,2.0,1,5.0,1.0,,census,5.0,2.0
326206,1.0,1,4.0,2.0,1.0,census,3.0,1.0
326207,3.0,2,7.0,2.0,1.0,census,4.0,2.0
326209,1.0,2,3.0,1.0,3.0,census,5.0,1.0
326210,,2,1.0,2.0,,census,4.0,
326211,1.0,2,5.0,2.0,1.0,census,5.0,2.0
326212,2.0,1,2.0,2.0,3.0,census,4.0,3.0
326214,2.0,2,4.0,1.0,3.0,census,5.0,3.0
326216,3.0,2,3.0,2.0,,census,5.0,3.0
326217,1.0,2,3.0,1.0,1.0,census,3.0,1.0
326219,2.0,1,7.0,1.0,1.0,census,4.0,2.0
326220,5.0,2,5.0,2.0,1.0,census,3.0,3.0
326221,2.0,2,1.0,2.0,3.0,census,5.0,3.0
326222,4.0,2,2.0,2.0,1.0,census,4.0,3.0
326224,1.0,2,1.0,2.0,3.0,census,3.0,3.0
326225,1.0,1,1.0,2.0,,census,4.0,3.0
326227,2.0,1,2.0,2.0,3.0,census,3.0,3.0
326231,1.0,2,1.0,2.0,1.0,census,3.0,1.0
326232,3.0,2,5.0,2.0,1.0,census,4.0,3.0
326233,2.0,1,3.0,1.0,1.0,census,4.0,1.0
326234,1.0,1,4.0,1.0,3.0,census,5.0,1.0
326235,2.0,2,6.0,2.0,1.0,census,4.0,2.0
326236,3.0,1,5.0,1.0,,census,4.0,3.0
326237,2.0,1,7.0,1.0,1.0,census,4.0,2.0
326238,1.0,1,3.0,2.0,3.0,census,5.0,1.0
326239,4.0,1,6.0,2.0,1.0,census,4.0,3.0
326240,1.0,2,1.0,2.0,3.0,census,4.0,3.0
326241,3.0,1,2.0,2.0,3.0,census,3.0,1.0
326242,2.0,2,3.0,1.0,3.0,census,5.0,1.0
326243,1.0,1,1.0,2.0,,census,5.0,1.0
326244,2.0,1,2.0,2.0,3.0,census,5.0,1.0
326245,1.0,2,1.0,2.0,1.0,census,5.0,3.0
326246,1.0,2,2.0,2.0,3.0,census,5.0,1.0
326247,2.0,1,4.0,2.0,1.0,census,3.0,3.0
326249,3.0,2,3.0,1.0,1.0,census,4.0,1.0
326250,3.0,2,6.0,1.0,1.0,census,3.0,2.0
326251,1.0,2,4.0,2.0,2.0,census,4.0,1.0
326252,3.0,2,4.0,2.0,,census,3.0,3.0
326253,4.0,2,6.0,1.0,1.0,census,3.0,3.0
326254,1.0,2,1.0,2.0,2.0,census,4.0,3.0
326255,2.0,1,4.0,1.0,1.0,census,4.0,2.0
326257,1.0,2,2.0,2.0,2.0,census,3.0,3.0
326258,4.0,2,4.0,1.0,1.0,census,3.0,3.0
326259,3.0,1,5.0,2.0,3.0,census,3.0,1.0
326260,2.0,1,2.0,2.0,,census,4.0,1.0
326261,2.0,1,2.0,2.0,1.0,census,4.0,3.0
326262,1.0,1,2.0,2.0,3.0,census,3.0,1.0
326263,5.0,1,7.0,2.0,1.0,census,3.0,2.0
326264,2.0,1,2.0,2.0,3.0,census,5.0,1.0
326266,4.0,1,4.0,2.0,1.0,census,3.0,3.0
326267,3.0,2,6.0,1.0,1.0,census,3.0,2.0
326268,1.0,1,1.0,2.0,1.0,census,4.0,1.0
326269,4.0,2,7.0,2.0,1.0,census,3.0,2.0
326270,1.0,1,2.0,2.0,1.0,census,3.0,3.0
326271,1.0,1,2.0,2.0,3.0,census,4.0,1.0
326272,1.0,2,2.0,2.0,3.0,census,5.0,1.0
326273,4.0,1,7.0,2.0,,census,3.0,2.0
326277,4.0,1,5.0,2.0,3.0,census,3.0,3.0
326278,4.0,1,5.0,1.0,1.0,census,4.0,1.0
326279,1.0,1,1.0,2.0,1.0,census,4.0,1.0
326282,1.0,1,1.0,2.0,,census,5.0,3.0
326283,1.0,2,1.0,2.0,3.0,census,5.0,3.0
326284,1.0,2,4.0,2.0,1.0,census,5.0,3.0
326285,1.0,2,3.0,1.0,1.0,census,5.0,1.0
326286,1.0,2,3.0,1.0,1.0,census,4.0,1.0
326287,1.0,2,4.0,1.0,1.0,census,5.0,1.0
326289,2.0,1,4.0,1.0,1.0,census,5.0,1.0
326290,2.0,1,1.0,2.0,1.0,census,5.0,1.0
326291,1.0,1,2.0,2.0,1.0,census,5.0,1.0
326292,2.0,1,4.0,2.0,1.0,census,5.0,1.0
326293,1.0,1,2.0,2.0,1.0,census,5.0,1.0
326294,1.0,1,5.0,1.0,1.0,census,5.0,1.0
326295,5.0,2,7.0,2.0,1.0,census,3.0,2.0
326296,1.0,1,4.0,1.0,3.0,census,5.0,1.0
326297,4.0,2,7.0,1.0,1.0,census,4.0,2.0
326298,3.0,2,5.0,2.0,1.0,census,4.0,3.0
326299,2.0,2,1.0,2.0,1.0,census,5.0,3.0
326300,2.0,1,5.0,1.0,1.0,census,4.0,1.0
326301,2.0,1,4.0,2.0,1.0,census,5.0,1.0
326302,2.0,1,6.0,1.0,3.0,census,4.0,2.0
326303,1.0,2,1.0,2.0,1.0,census,3.0,1.0
326304,1.0,2,4.0,2.0,,census,5.0,1.0
326305,2.0,2,4.0,2.0,1.0,census,3.0,3.0
326306,2.0,1,4.0,1.0,3.0,census,5.0,1.0
326308,1.0,1,4.0,2.0,1.0,census,4.0,1.0
326309,1.0,2,4.0,1.0,1.0,census,5.0,1.0
326310,1.0,1,1.0,2.0,2.0,census,3.0,1.0
326311,5.0,1,5.0,1.0,3.0,census,3.0,2.0
326313,2.0,1,3.0,2.0,3.0,census,4.0,1.0
326315,3.0,2,5.0,1.0,1.0,census,3.0,3.0
326316,2.0,1,3.0,1.0,,census,4.0,1.0
326317,2.0,2,5.0,2.0,1.0,census,5.0,1.0
326318,2.0,1,1.0,2.0,1.0,census,4.0,3.0
326319,3.0,2,7.0,2.0,3.0,census,3.0,2.0
326320,2.0,2,6.0,1.0,,census,5.0,2.0
326321,2.0,2,2.0,2.0,1.0,census,4.0,3.0
326322,3.0,2,6.0,2.0,1.0,census,3.0,2.0
326323,3.0,1,7.0,2.0,1.0,census,3.0,2.0
326324,3.0,2,7.0,1.0,1.0,census,4.0,2.0
326325,1.0,1,4.0,1.0,3.0,census,4.0,1.0
326326,2.0,2,3.0,1.0,1.0,census,5.0,1.0
326327,1.0,2,3.0,2.0,3.0,census,5.0,1.0
326328,2.0,2,3.0,2.0,1.0,census,4.0,1.0
326329,2.0,1,1.0,2.0,1.0,census,5.0,1.0
326330,2.0,2,5.0,2.0,1.0,census,4.0,1.0
326331,2.0,2,4.0,1.0,1.0,census,5.0,1.0
326332,2.0,2,3.0,1.0,3.0,census,4.0,3.0
326333,1.0,1,5.0,1.0,1.0,census,5.0,1.0
326334,4.0,2,7.0,1.0,1.0,census,3.0,2.0
326335,3.0,2,5.0,1.0,1.0,census,4.0,1.0
326336,1.0,1,4.0,1.0,2.0,census,5.0,1.0
326337,4.0,2,7.0,1.0,2.0,census,4.0,2.0
326338,1.0,2,3.0,1.0,1.0,census,4.0,3.0
326339,3.0,2,4.0,2.0,3.0,census,4.0,1.0
326341,3.0,1,3.0,1.0,1.0,census,5.0,1.0
326342,2.0,2,6.0,1.0,1.0,census,4.0,1.0
326343,,2,1.0,2.0,,census,5.0,
326344,1.0,1,4.0,1.0,1.0,census,5.0,1.0
326345,1.0,2,3.0,1.0,1.0,census,5.0,3.0
326346,2.0,2,3.0,1.0,1.0,census,4.0,1.0
326348,2.0,2,2.0,1.0,3.0,census,5.0,1.0
326350,3.0,1,5.0,1.0,1.0,census,4.0,1.0
326351,2.0,2,6.0,1.0,1.0,census,3.0,1.0
326352,1.0,2,2.0,1.0,1.0,census,5.0,1.0
326353,2.0,2,1.0,2.0,1.0,census,5.0,3.0
326354,1.0,1,3.0,1.0,3.0,census,5.0,1.0
326355,3.0,2,3.0,1.0,1.0,census,5.0,1.0
326356,1.0,2,4.0,1.0,1.0,census,4.0,3.0
326359,2.0,2,1.0,2.0,3.0,census,4.0,3.0
326360,2.0,2,3.0,1.0,1.0,census,4.0,1.0
326361,3.0,2,7.0,2.0,,census,3.0,2.0
326362,2.0,1,4.0,2.0,3.0,census,4.0,1.0
326363,1.0,1,2.0,1.0,3.0,census,4.0,3.0
326364,1.0,1,2.0,2.0,1.0,census,5.0,1.0
326365,1.0,1,3.0,1.0,1.0,census,5.0,1.0
326366,1.0,2,1.0,2.0,3.0,census,3.0,1.0
326367,1.0,1,5.0,1.0,1.0,census,5.0,1.0
326368,3.0,2,4.0,1.0,1.0,census,3.0,3.0
326369,2.0,1,4.0,2.0,1.0,census,5.0,1.0
326371,2.0,2,4.0,2.0,3.0,census,4.0,1.0
326372,1.0,1,3.0,1.0,1.0,census,5.0,1.0
326373,1.0,2,4.0,1.0,1.0,census,5.0,1.0
326374,2.0,1,5.0,1.0,1.0,census,3.0,1.0
326375,2.0,2,5.0,1.0,1.0,census,4.0,1.0
326376,1.0,2,1.0,2.0,3.0,census,5.0,1.0
326378,3.0,2,5.0,2.0,3.0,census,4.0,3.0
326379,1.0,2,1.0,2.0,,census,4.0,3.0
326380,3.0,2,3.0,2.0,2.0,census,3.0,3.0
326381,1.0,1,2.0,2.0,3.0,census,5.0,1.0
326382,3.0,1,5.0,1.0,1.0,census,3.0,1.0
326383,2.0,2,5.0,1.0,1.0,census,5.0,1.0
326384,2.0,1,4.0,2.0,2.0,census,4.0,3.0
326385,2.0,2,5.0,1.0,1.0,census,4.0,2.0
326386,5.0,1,7.0,2.0,1.0,census,3.0,2.0
326389,3.0,1,3.0,2.0,1.0,census,3.0,3.0
326390,1.0,1,1.0,2.0,3.0,census,4.0,3.0
326391,1.0,1,4.0,1.0,3.0,census,5.0,1.0
326392,2.0,1,6.0,1.0,1.0,census,4.0,2.0
326394,2.0,2,3.0,2.0,1.0,census,4.0,1.0
326395,3.0,1,6.0,1.0,1.0,census,4.0,2.0
326396,2.0,1,2.0,2.0,3.0,census,4.0,1.0
326399,2.0,1,2.0,2.0,3.0,census,5.0,1.0
326400,3.0,2,6.0,2.0,1.0,census,3.0,2.0
326401,2.0,2,4.0,2.0,1.0,census,5.0,1.0
326402,2.0,1,2.0,2.0,,census,5.0,1.0
326403,2.0,2,4.0,2.0,1.0,census,4.0,1.0
326404,1.0,1,4.0,1.0,1.0,census,5.0,1.0
326407,3.0,2,6.0,2.0,3.0,census,4.0,2.0
326408,3.0,1,7.0,2.0,1.0,census,4.0,2.0
326409,1.0,1,5.0,1.0,3.0,census,4.0,1.0
326411,1.0,1,2.0,2.0,1.0,census,5.0,1.0
326413,4.0,2,6.0,1.0,1.0,census,3.0,2.0
326414,4.0,2,3.0,2.0,1.0,census,4.0,3.0
326416,3.0,1,6.0,2.0,1.0,census,3.0,2.0
326417,3.0,2,6.0,1.0,1.0,census,3.0,2.0
326418,1.0,1,5.0,2.0,1.0,census,5.0,1.0
326419,5.0,2,3.0,2.0,3.0,census,4.0,2.0
326421,2.0,1,4.0,1.0,1.0,census,5.0,1.0
326422,3.0,2,6.0,1.0,1.0,census,4.0,2.0
326423,2.0,1,2.0,1.0,3.0,census,4.0,1.0
326424,1.0,2,2.0,2.0,1.0,census,5.0,1.0
326426,1.0,2,1.0,2.0,1.0,census,5.0,3.0
326427,3.0,2,5.0,1.0,1.0,census,4.0,2.0
326428,1.0,1,1.0,2.0,1.0,census,5.0,1.0
326429,1.0,1,2.0,2.0,3.0,census,3.0,3.0
326430,1.0,1,1.0,2.0,1.0,census,4.0,1.0
326431,3.0,2,7.0,2.0,1.0,census,3.0,2.0
326432,2.0,2,2.0,2.0,1.0,census,5.0,1.0
326434,2.0,2,5.0,1.0,1.0,census,4.0,1.0
326436,3.0,1,5.0,1.0,1.0,census,4.0,1.0
326437,4.0,1,3.0,2.0,1.0,census,5.0,3.0
326438,1.0,2,1.0,2.0,1.0,census,5.0,3.0
326439,2.0,2,7.0,2.0,1.0,census,3.0,2.0
326440,1.0,1,1.0,2.0,1.0,census,4.0,1.0
326441,1.0,2,1.0,2.0,3.0,census,4.0,3.0
326442,2.0,1,5.0,1.0,1.0,census,5.0,1.0
326445,1.0,1,1.0,1.0,3.0,census,3.0,1.0
326447,2.0,1,4.0,1.0,1.0,census,5.0,1.0
326449,1.0,1,1.0,2.0,1.0,census,4.0,1.0
326450,3.0,2,7.0,2.0,1.0,census,4.0,2.0
326451,2.0,1,7.0,2.0,1.0,census,4.0,2.0
326452,1.0,2,3.0,1.0,1.0,census,5.0,1.0
326453,2.0,2,6.0,2.0,1.0,census,3.0,2.0
326455,2.0,1,4.0,1.0,1.0,census,4.0,1.0
326456,5.0,1,7.0,1.0,1.0,census,4.0,2.0
326457,2.0,2,4.0,1.0,3.0,census,5.0,1.0
326458,3.0,1,3.0,2.0,1.0,census,5.0,3.0
326459,3.0,1,5.0,2.0,3.0,census,4.0,3.0
326460,1.0,1,1.0,2.0,1.0,census,5.0,3.0
326461,3.0,1,4.0,2.0,1.0,census,4.0,1.0
326463,1.0,1,1.0,2.0,1.0,census,3.0,1.0
326464,1.0,2,3.0,1.0,1.0,census,5.0,1.0
326465,3.0,1,7.0,2.0,1.0,census,3.0,2.0
326467,3.0,2,6.0,1.0,1.0,census,3.0,2.0
326468,3.0,2,7.0,1.0,1.0,census,3.0,2.0
326470,3.0,2,6.0,1.0,1.0,census,3.0,2.0
326471,1.0,2,4.0,1.0,,census,4.0,1.0
326472,1.0,1,3.0,2.0,3.0,census,4.0,1.0
326474,2.0,2,7.0,1.0,1.0,census,5.0,2.0
326475,2.0,2,1.0,2.0,3.0,census,4.0,3.0
326476,2.0,1,5.0,1.0,3.0,census,5.0,2.0
326477,1.0,2,4.0,1.0,3.0,census,5.0,3.0
326478,1.0,2,2.0,1.0,2.0,census,5.0,3.0
326479,3.0,2,6.0,2.0,,census,4.0,2.0
326480,4.0,1,7.0,1.0,1.0,census,4.0,2.0
326482,1.0,2,1.0,2.0,1.0,census,5.0,3.0
326483,1.0,2,2.0,1.0,,census,5.0,1.0
326484,1.0,1,4.0,2.0,1.0,census,5.0,1.0
326485,3.0,1,6.0,2.0,1.0,census,4.0,2.0
326486,1.0,2,3.0,2.0,3.0,census,5.0,1.0
326488,3.0,2,6.0,2.0,1.0,census,4.0,2.0
326489,1.0,2,2.0,2.0,1.0,census,5.0,1.0
326491,1.0,2,4.0,2.0,1.0,census,5.0,1.0
326492,1.0,2,4.0,1.0,1.0,census,5.0,1.0
326494,1.0,2,3.0,1.0,1.0,census,4.0,1.0
326495,2.0,1,6.0,1.0,1.0,census,5.0,2.0
326496,2.0,1,4.0,1.0,3.0,census,4.0,1.0
326497,3.0,2,7.0,2.0,,census,3.0,2.0
326498,3.0,2,6.0,1.0,,census,3.0,1.0
326499,1.0,1,5.0,1.0,1.0,census,3.0,3.0
326501,,2,1.0,2.0,,census,5.0,
326502,4.0,1,3.0,2.0,1.0,census,3.0,3.0
326504,1.0,2,5.0,1.0,1.0,census,3.0,2.0
326505,2.0,1,4.0,1.0,,census,5.0,1.0
326506,3.0,1,7.0,2.0,1.0,census,3.0,2.0
326507,1.0,1,4.0,1.0,1.0,census,4.0,1.0
326508,1.0,2,1.0,2.0,2.0,census,5.0,1.0
326509,2.0,1,1.0,2.0,3.0,census,4.0,3.0
326511,2.0,1,3.0,1.0,1.0,census,3.0,1.0
326513,2.0,1,5.0,2.0,1.0,census,4.0,1.0
326514,5.0,2,6.0,2.0,1.0,census,3.0,3.0
326515,4.0,1,6.0,1.0,1.0,census,4.0,2.0
326516,1.0,2,3.0,1.0,1.0,census,5.0,1.0
326518,2.0,2,4.0,2.0,1.0,census,4.0,1.0
326519,1.0,2,3.0,2.0,1.0,census,4.0,1.0
326520,2.0,1,3.0,1.0,1.0,census,4.0,1.0
326521,3.0,2,5.0,2.0,3.0,census,3.0,1.0
326522,2.0,1,1.0,2.0,1.0,census,5.0,1.0
326523,3.0,2,7.0,2.0,1.0,census,3.0,2.0
326524,2.0,2,2.0,2.0,3.0,census,3.0,1.0
326525,3.0,1,3.0,1.0,,census,5.0,1.0
326526,1.0,1,1.0,2.0,1.0,census,3.0,1.0
326527,2.0,2,4.0,2.0,3.0,census,3.0,1.0
326528,2.0,2,5.0,1.0,1.0,census,4.0,2.0
326530,2.0,2,4.0,2.0,3.0,census,4.0,1.0
326531,1.0,1,3.0,1.0,1.0,census,4.0,1.0
326532,1.0,1,1.0,2.0,3.0,census,5.0,1.0
326533,2.0,2,2.0,2.0,3.0,census,4.0,1.0
326534,3.0,2,1.0,2.0,,census,4.0,3.0
326535,1.0,1,1.0,2.0,1.0,census,4.0,1.0
326536,1.0,2,4.0,2.0,1.0,census,5.0,1.0
326537,3.0,1,4.0,2.0,1.0,census,4.0,1.0
326538,1.0,2,4.0,2.0,1.0,census,4.0,1.0
326539,3.0,2,3.0,1.0,1.0,census,5.0,3.0
326540,1.0,1,1.0,2.0,3.0,census,5.0,3.0
326541,2.0,2,4.0,1.0,1.0,census,4.0,1.0
326542,1.0,1,2.0,2.0,3.0,census,4.0,1.0
326543,1.0,1,3.0,2.0,3.0,census,5.0,1.0
326544,1.0,1,4.0,2.0,1.0,census,5.0,1.0
326546,2.0,2,4.0,2.0,1.0,census,4.0,3.0
326547,2.0,1,6.0,1.0,1.0,census,4.0,2.0
326549,1.0,1,2.0,2.0,2.0,census,4.0,1.0
326550,1.0,2,1.0,2.0,1.0,census,5.0,1.0
326551,1.0,2,4.0,2.0,1.0,census,5.0,1.0
326552,1.0,2,5.0,2.0,,census,4.0,1.0
326553,1.0,1,6.0,2.0,1.0,census,5.0,2.0
326554,1.0,1,5.0,1.0,1.0,census,5.0,1.0
326557,4.0,2,7.0,2.0,1.0,census,3.0,2.0
326558,2.0,1,3.0,2.0,,census,5.0,1.0
326560,1.0,1,6.0,1.0,1.0,census,5.0,2.0
326561,2.0,1,4.0,2.0,2.0,census,5.0,1.0
326562,1.0,2,4.0,1.0,1.0,census,4.0,3.0
326563,1.0,1,2.0,1.0,2.0,census,5.0,1.0
326564,2.0,1,5.0,2.0,1.0,census,5.0,1.0
326565,4.0,1,4.0,2.0,3.0,census,3.0,3.0
326566,1.0,2,2.0,1.0,1.0,census,5.0,1.0
326568,1.0,1,2.0,1.0,1.0,census,4.0,1.0
326570,2.0,2,3.0,2.0,3.0,census,4.0,1.0
326571,2.0,2,4.0,2.0,1.0,census,4.0,1.0
326573,2.0,2,5.0,2.0,1.0,census,4.0,1.0
326574,1.0,1,1.0,2.0,1.0,census,5.0,3.0
326575,2.0,1,3.0,2.0,1.0,census,3.0,1.0
326576,1.0,1,1.0,2.0,1.0,census,4.0,1.0
326577,2.0,2,5.0,1.0,1.0,census,3.0,1.0
326578,2.0,1,5.0,1.0,2.0,census,5.0,1.0
326581,2.0,1,1.0,2.0,3.0,census,5.0,1.0
326582,1.0,1,3.0,1.0,2.0,census,4.0,1.0
326583,2.0,2,1.0,2.0,3.0,census,5.0,1.0
326584,2.0,2,2.0,1.0,3.0,census,5.0,1.0
326585,1.0,2,4.0,1.0,1.0,census,4.0,1.0
326586,1.0,2,2.0,2.0,3.0,census,5.0,1.0
326587,3.0,1,5.0,1.0,1.0,census,4.0,1.0
326591,4.0,2,4.0,2.0,1.0,census,4.0,1.0
326593,3.0,1,6.0,1.0,1.0,census,4.0,2.0
326594,3.0,2,4.0,2.0,,census,4.0,1.0
326595,1.0,1,1.0,2.0,3.0,census,4.0,3.0
326596,2.0,2,1.0,2.0,3.0,census,4.0,3.0
326597,2.0,1,1.0,2.0,1.0,census,4.0,3.0
326598,2.0,1,2.0,1.0,2.0,census,5.0,1.0
326599,1.0,1,2.0,2.0,2.0,census,4.0,1.0
326600,2.0,1,3.0,1.0,3.0,census,4.0,1.0
326601,1.0,2,3.0,2.0,,census,4.0,1.0
326603,2.0,2,3.0,2.0,1.0,census,5.0,1.0
326604,1.0,1,1.0,2.0,1.0,census,5.0,3.0
326606,1.0,1,3.0,2.0,1.0,census,5.0,1.0
326608,1.0,2,2.0,1.0,2.0,census,5.0,1.0
326609,2.0,1,4.0,1.0,1.0,census,4.0,1.0
326610,4.0,1,5.0,1.0,1.0,census,4.0,2.0
326611,3.0,2,2.0,2.0,3.0,census,3.0,1.0
326612,2.0,2,2.0,2.0,3.0,census,5.0,3.0
326613,5.0,2,4.0,1.0,1.0,census,4.0,3.0
326614,5.0,2,4.0,2.0,3.0,census,4.0,3.0
326615,1.0,1,1.0,2.0,1.0,census,5.0,3.0
326616,1.0,1,1.0,2.0,3.0,census,3.0,3.0
326617,2.0,2,3.0,2.0,3.0,census,4.0,1.0
326618,3.0,1,5.0,2.0,,census,3.0,1.0
326619,1.0,1,3.0,1.0,1.0,census,5.0,1.0
326620,2.0,1,4.0,1.0,1.0,census,3.0,3.0
326621,1.0,2,3.0,2.0,3.0,census,4.0,1.0
326622,1.0,2,3.0,1.0,1.0,census,5.0,3.0
326623,3.0,1,7.0,1.0,1.0,census,3.0,2.0
326625,1.0,1,2.0,1.0,1.0,census,5.0,1.0
326626,1.0,1,7.0,1.0,3.0,census,3.0,2.0
326628,4.0,2,7.0,2.0,1.0,census,3.0,1.0
326629,1.0,1,2.0,2.0,1.0,census,5.0,1.0
326630,1.0,2,1.0,2.0,1.0,census,5.0,3.0
326631,1.0,2,2.0,2.0,1.0,census,3.0,1.0
326632,4.0,2,7.0,2.0,1.0,census,3.0,2.0
326633,1.0,2,1.0,2.0,3.0,census,4.0,1.0
326634,3.0,2,7.0,2.0,1.0,census,3.0,2.0
326635,2.0,2,1.0,2.0,3.0,census,5.0,1.0
326636,2.0,1,1.0,2.0,3.0,census,5.0,1.0
326637,1.0,2,4.0,1.0,1.0,census,5.0,1.0
326641,1.0,2,1.0,2.0,3.0,census,5.0,1.0
326642,3.0,1,2.0,2.0,3.0,census,4.0,1.0
326643,2.0,2,2.0,1.0,1.0,census,5.0,1.0
326644,5.0,2,7.0,2.0,,census,3.0,2.0
326645,1.0,2,2.0,2.0,3.0,census,4.0,1.0
326646,2.0,2,6.0,1.0,1.0,census,5.0,2.0
326647,2.0,2,4.0,2.0,1.0,census,5.0,1.0
326648,1.0,1,5.0,1.0,1.0,census,5.0,1.0
326649,2.0,1,5.0,1.0,1.0,census,3.0,2.0
326650,1.0,1,1.0,2.0,1.0,census,5.0,1.0
326651,1.0,1,1.0,2.0,1.0,census,5.0,1.0
326652,1.0,2,3.0,2.0,3.0,census,5.0,1.0
326653,4.0,1,5.0,1.0,,census,3.0,3.0
326654,1.0,1,5.0,1.0,1.0,census,3.0,1.0
326655,3.0,1,6.0,1.0,1.0,census,3.0,1.0
326656,3.0,1,3.0,2.0,1.0,census,3.0,1.0
326657,3.0,1,3.0,1.0,1.0,census,4.0,1.0
326658,4.0,2,5.0,2.0,3.0,census,4.0,3.0
326659,2.0,2,6.0,1.0,1.0,census,4.0,2.0
326662,1.0,1,6.0,2.0,1.0,census,3.0,3.0
326663,1.0,2,3.0,1.0,1.0,census,5.0,1.0
326665,4.0,2,4.0,2.0,3.0,census,3.0,3.0
326666,4.0,1,5.0,1.0,1.0,census,4.0,2.0
326668,1.0,2,5.0,1.0,3.0,census,4.0,2.0
326669,4.0,2,7.0,2.0,1.0,census,3.0,2.0
326670,2.0,2,3.0,1.0,1.0,census,3.0,3.0
326671,3.0,2,4.0,1.0,1.0,census,3.0,1.0
326672,,1,1.0,2.0,,census,5.0,
326673,2.0,2,7.0,1.0,1.0,census,4.0,2.0
326674,1.0,1,4.0,2.0,1.0,census,4.0,1.0
326675,1.0,2,2.0,2.0,1.0,census,5.0,1.0
326676,1.0,2,4.0,1.0,,census,5.0,1.0
326677,1.0,2,3.0,2.0,3.0,census,5.0,1.0
326678,1.0,2,1.0,2.0,1.0,census,5.0,3.0
326679,2.0,2,6.0,2.0,1.0,census,4.0,2.0
326681,2.0,2,4.0,1.0,1.0,census,5.0,1.0
