,Q6_1,RespSex,age_dv,marstat2,religion_dv,source,wimd_2014_quintile,workstat2
975571,3.0,1,7.0,2.0,1.0,census,3.0,2.0
975572,3.0,1,5.0,1.0,3.0,census,4.0,1.0
975573,2.0,2,1.0,2.0,3.0,census,4.0,1.0
975574,4.0,1,7.0,1.0,1.0,census,4.0,2.0
975575,3.0,2,7.0,2.0,1.0,census,3.0,2.0
975576,3.0,2,4.0,2.0,1.0,census,3.0,3.0
975577,5.0,1,6.0,1.0,3.0,census,3.0,2.0
975578,2.0,2,1.0,2.0,3.0,census,5.0,1.0
975580,3.0,1,4.0,1.0,3.0,census,4.0,1.0
975582,1.0,2,2.0,2.0,1.0,census,4.0,1.0
975584,1.0,2,1.0,2.0,1.0,census,4.0,1.0
975588,2.0,2,5.0,2.0,1.0,census,4.0,1.0
975589,2.0,1,1.0,2.0,1.0,census,4.0,1.0
975590,1.0,2,4.0,2.0,1.0,census,5.0,1.0
975591,2.0,2,2.0,2.0,3.0,census,5.0,1.0
975592,2.0,1,4.0,1.0,1.0,census,5.0,1.0
975594,1.0,1,4.0,1.0,1.0,census,5.0,1.0
975595,2.0,1,5.0,1.0,1.0,census,5.0,1.0
975597,3.0,2,2.0,2.0,3.0,census,3.0,3.0
975598,1.0,1,2.0,1.0,3.0,census,5.0,1.0
975599,2.0,1,4.0,2.0,1.0,census,5.0,1.0
975600,4.0,2,7.0,1.0,1.0,census,4.0,2.0
975601,2.0,1,6.0,2.0,1.0,census,4.0,2.0
975602,2.0,1,2.0,2.0,1.0,census,5.0,1.0
975603,1.0,1,6.0,2.0,1.0,census,5.0,2.0
975604,3.0,1,6.0,1.0,1.0,census,4.0,2.0
975605,2.0,2,2.0,2.0,1.0,census,5.0,1.0
975606,3.0,2,6.0,1.0,1.0,census,3.0,1.0
975607,1.0,2,6.0,1.0,1.0,census,4.0,2.0
975608,2.0,1,6.0,1.0,1.0,census,4.0,1.0
975609,3.0,2,7.0,2.0,,census,3.0,1.0
975610,1.0,2,2.0,2.0,3.0,census,5.0,1.0
975612,2.0,1,3.0,2.0,1.0,census,4.0,1.0
975613,2.0,1,5.0,1.0,1.0,census,4.0,1.0
975614,3.0,1,2.0,2.0,3.0,census,5.0,1.0
975615,2.0,2,3.0,2.0,,census,3.0,3.0
975616,2.0,1,1.0,2.0,3.0,census,5.0,1.0
975617,2.0,2,2.0,1.0,1.0,census,5.0,1.0
975618,1.0,2,3.0,2.0,3.0,census,5.0,1.0
975619,2.0,2,2.0,2.0,1.0,census,4.0,1.0
975620,3.0,2,3.0,2.0,3.0,census,5.0,1.0
975621,2.0,2,3.0,1.0,1.0,census,5.0,1.0
975622,4.0,1,4.0,1.0,1.0,census,4.0,3.0
975624,1.0,1,4.0,1.0,3.0,census,3.0,1.0
975625,3.0,2,7.0,2.0,1.0,census,4.0,3.0
975626,4.0,1,4.0,2.0,1.0,census,4.0,3.0
975628,4.0,1,4.0,2.0,1.0,census,3.0,3.0
975629,1.0,1,1.0,2.0,1.0,census,4.0,3.0
975630,1.0,2,1.0,2.0,3.0,census,3.0,3.0
975631,1.0,1,1.0,2.0,1.0,census,5.0,1.0
975632,2.0,1,5.0,1.0,1.0,census,5.0,1.0
975633,4.0,1,3.0,1.0,1.0,census,4.0,3.0
975635,1.0,1,4.0,1.0,1.0,census,5.0,1.0
975636,3.0,1,4.0,2.0,3.0,census,4.0,3.0
975637,1.0,2,3.0,2.0,3.0,census,5.0,1.0
975638,2.0,2,3.0,1.0,1.0,census,5.0,1.0
975639,2.0,2,3.0,2.0,1.0,census,4.0,1.0
975640,4.0,2,5.0,2.0,1.0,census,4.0,2.0
975641,2.0,2,4.0,1.0,1.0,census,4.0,1.0
975642,2.0,2,2.0,2.0,1.0,census,4.0,3.0
975643,3.0,2,7.0,2.0,1.0,census,4.0,3.0
975644,3.0,2,7.0,1.0,1.0,census,3.0,2.0
975645,3.0,2,5.0,1.0,1.0,census,3.0,2.0
975646,1.0,1,3.0,2.0,3.0,census,4.0,3.0
975647,1.0,1,1.0,2.0,3.0,census,5.0,1.0
975648,3.0,1,4.0,1.0,3.0,census,3.0,3.0
975649,2.0,2,4.0,2.0,3.0,census,5.0,1.0
975650,3.0,1,6.0,2.0,1.0,census,4.0,1.0
975651,3.0,2,5.0,2.0,1.0,census,3.0,2.0
975652,2.0,1,1.0,2.0,3.0,census,5.0,1.0
975653,3.0,2,4.0,1.0,1.0,census,4.0,3.0
975654,2.0,2,3.0,1.0,1.0,census,4.0,1.0
975656,4.0,2,3.0,1.0,3.0,census,3.0,3.0
975657,1.0,1,4.0,1.0,1.0,census,4.0,1.0
975658,4.0,2,4.0,1.0,3.0,census,3.0,3.0
975659,2.0,2,6.0,1.0,1.0,census,4.0,2.0
975660,1.0,2,1.0,2.0,1.0,census,4.0,3.0
975661,1.0,2,1.0,2.0,1.0,census,5.0,1.0
975662,1.0,1,3.0,2.0,1.0,census,4.0,1.0
975663,3.0,1,4.0,2.0,1.0,census,4.0,3.0
975664,1.0,2,5.0,1.0,1.0,census,4.0,1.0
975665,3.0,1,4.0,2.0,1.0,census,4.0,3.0
975666,1.0,1,3.0,1.0,2.0,census,,1.0
975667,2.0,1,2.0,1.0,1.0,census,5.0,1.0
975668,1.0,1,6.0,1.0,3.0,census,5.0,2.0
975669,2.0,1,2.0,1.0,3.0,census,5.0,1.0
975670,1.0,2,3.0,1.0,2.0,census,3.0,1.0
975671,1.0,2,5.0,1.0,1.0,census,5.0,2.0
975672,1.0,2,6.0,1.0,1.0,census,5.0,2.0
975673,1.0,2,5.0,1.0,1.0,census,5.0,1.0
975674,1.0,2,4.0,1.0,1.0,census,5.0,1.0
975675,1.0,1,2.0,2.0,1.0,census,5.0,1.0
975677,2.0,2,2.0,2.0,1.0,census,5.0,1.0
975678,2.0,2,2.0,1.0,1.0,census,4.0,1.0
975679,2.0,1,6.0,2.0,,census,5.0,1.0
975680,1.0,2,3.0,1.0,1.0,census,5.0,1.0
975681,1.0,2,3.0,2.0,3.0,census,5.0,1.0
975682,1.0,1,3.0,1.0,1.0,census,4.0,1.0
975683,2.0,2,2.0,2.0,3.0,census,5.0,3.0
975684,2.0,1,5.0,1.0,3.0,census,5.0,1.0
975685,3.0,1,7.0,1.0,,census,4.0,2.0
975687,1.0,1,5.0,1.0,1.0,census,4.0,1.0
975688,3.0,1,4.0,2.0,1.0,census,4.0,3.0
975689,3.0,2,2.0,2.0,1.0,census,4.0,3.0
975690,4.0,1,7.0,2.0,1.0,census,4.0,2.0
975691,2.0,2,7.0,1.0,3.0,census,4.0,2.0
975692,1.0,2,4.0,1.0,1.0,census,3.0,1.0
975693,5.0,2,5.0,1.0,1.0,census,3.0,3.0
975696,2.0,2,7.0,2.0,,census,4.0,2.0
975697,1.0,2,5.0,2.0,1.0,census,5.0,2.0
975698,3.0,2,5.0,1.0,1.0,census,3.0,3.0
975699,3.0,2,7.0,2.0,1.0,census,3.0,2.0
975700,2.0,2,7.0,2.0,1.0,census,4.0,2.0
975701,1.0,1,6.0,1.0,1.0,census,4.0,2.0
975702,1.0,1,5.0,2.0,3.0,census,5.0,1.0
975703,2.0,2,7.0,2.0,1.0,census,5.0,2.0
975705,1.0,2,5.0,1.0,1.0,census,5.0,2.0
975706,1.0,2,5.0,1.0,1.0,census,4.0,1.0
975707,1.0,1,6.0,1.0,1.0,census,4.0,2.0
975708,1.0,2,2.0,1.0,3.0,census,5.0,1.0
975709,1.0,2,3.0,1.0,1.0,census,4.0,1.0
975710,1.0,2,5.0,2.0,3.0,census,4.0,1.0
975711,1.0,2,3.0,2.0,1.0,census,4.0,1.0
975712,1.0,2,1.0,2.0,3.0,census,4.0,3.0
975714,1.0,2,4.0,1.0,1.0,census,5.0,1.0
975715,3.0,1,5.0,2.0,3.0,census,4.0,2.0
975717,3.0,1,4.0,2.0,3.0,census,4.0,1.0
975719,3.0,2,6.0,2.0,3.0,census,4.0,2.0
975720,2.0,1,5.0,2.0,1.0,census,4.0,1.0
975721,3.0,2,4.0,1.0,1.0,census,4.0,1.0
975722,1.0,1,6.0,1.0,1.0,census,5.0,1.0
975723,2.0,2,7.0,2.0,1.0,census,4.0,1.0
975724,3.0,1,6.0,1.0,1.0,census,4.0,2.0
975725,4.0,1,4.0,1.0,3.0,census,3.0,3.0
975726,1.0,1,2.0,2.0,3.0,census,4.0,1.0
975727,2.0,1,6.0,1.0,1.0,census,4.0,2.0
975728,4.0,2,6.0,2.0,,census,3.0,2.0
975729,4.0,2,7.0,2.0,1.0,census,4.0,2.0
975730,3.0,2,5.0,2.0,1.0,census,5.0,1.0
975731,2.0,1,3.0,2.0,1.0,census,3.0,1.0
975732,2.0,2,2.0,2.0,3.0,census,3.0,3.0
975733,4.0,1,2.0,2.0,,census,5.0,3.0
975734,1.0,1,7.0,1.0,1.0,census,4.0,1.0
975735,2.0,1,2.0,2.0,3.0,census,5.0,1.0
975736,2.0,2,3.0,1.0,1.0,census,5.0,1.0
975737,1.0,2,3.0,1.0,1.0,census,5.0,3.0
975738,2.0,1,6.0,1.0,1.0,census,4.0,1.0
975739,1.0,1,5.0,1.0,1.0,census,4.0,1.0
975742,2.0,2,4.0,1.0,1.0,census,5.0,1.0
975743,2.0,1,6.0,2.0,1.0,census,5.0,1.0
975746,1.0,1,2.0,2.0,1.0,census,5.0,1.0
975748,1.0,2,5.0,2.0,,census,3.0,2.0
975749,2.0,2,2.0,2.0,1.0,census,5.0,1.0
975750,3.0,2,5.0,2.0,1.0,census,4.0,1.0
975751,3.0,2,5.0,2.0,1.0,census,3.0,2.0
975753,1.0,2,3.0,2.0,3.0,census,5.0,1.0
975754,2.0,2,3.0,1.0,2.0,census,4.0,1.0
975755,3.0,2,7.0,1.0,1.0,census,3.0,2.0
975757,3.0,2,4.0,2.0,3.0,census,4.0,3.0
975758,2.0,2,1.0,2.0,3.0,census,4.0,3.0
975759,3.0,1,7.0,2.0,3.0,census,3.0,2.0
975760,1.0,1,5.0,1.0,1.0,census,5.0,2.0
975761,2.0,2,6.0,1.0,1.0,census,4.0,2.0
975762,1.0,1,2.0,2.0,3.0,census,3.0,1.0
975763,3.0,2,7.0,2.0,1.0,census,3.0,2.0
975764,3.0,1,6.0,1.0,3.0,census,4.0,2.0
975765,3.0,2,6.0,1.0,1.0,census,4.0,2.0
975766,1.0,2,3.0,2.0,1.0,census,5.0,1.0
975767,4.0,1,3.0,2.0,3.0,census,3.0,3.0
975769,2.0,2,4.0,1.0,,census,3.0,1.0
975770,1.0,2,4.0,2.0,1.0,census,4.0,1.0
975771,1.0,2,1.0,2.0,,census,4.0,3.0
975772,3.0,1,6.0,1.0,1.0,census,4.0,2.0
975773,1.0,1,5.0,1.0,1.0,census,4.0,1.0
975774,1.0,2,7.0,2.0,1.0,census,3.0,2.0
975775,4.0,1,5.0,1.0,,census,4.0,2.0
975776,1.0,1,2.0,2.0,3.0,census,5.0,1.0
975777,1.0,2,6.0,1.0,1.0,census,5.0,1.0
975778,2.0,1,1.0,2.0,,census,5.0,1.0
975779,2.0,2,1.0,2.0,3.0,census,3.0,1.0
975780,1.0,2,1.0,2.0,3.0,census,5.0,3.0
975781,2.0,1,7.0,1.0,1.0,census,4.0,2.0
975782,5.0,2,7.0,1.0,1.0,census,4.0,2.0
975783,4.0,1,5.0,1.0,1.0,census,3.0,3.0
975784,2.0,2,1.0,2.0,1.0,census,4.0,3.0
975787,1.0,1,5.0,2.0,1.0,census,4.0,2.0
975788,2.0,2,6.0,1.0,1.0,census,4.0,2.0
975789,2.0,1,7.0,1.0,,census,5.0,1.0
975790,1.0,2,1.0,2.0,1.0,census,4.0,1.0
975791,2.0,2,4.0,1.0,3.0,census,4.0,1.0
975792,1.0,1,2.0,2.0,1.0,census,3.0,1.0
975793,1.0,2,4.0,2.0,1.0,census,5.0,1.0
975795,2.0,2,3.0,2.0,1.0,census,4.0,1.0
975796,1.0,1,2.0,1.0,3.0,census,5.0,1.0
975797,1.0,2,3.0,1.0,1.0,census,5.0,1.0
975798,2.0,1,5.0,1.0,1.0,census,5.0,1.0
975799,1.0,1,5.0,1.0,1.0,census,5.0,1.0
975801,2.0,2,5.0,2.0,3.0,census,5.0,1.0
975802,3.0,1,7.0,1.0,1.0,census,3.0,2.0
975803,2.0,2,2.0,1.0,3.0,census,5.0,1.0
975804,1.0,2,1.0,2.0,2.0,census,4.0,3.0
975805,2.0,2,3.0,1.0,3.0,census,5.0,3.0
975806,2.0,2,4.0,2.0,3.0,census,3.0,1.0
975808,1.0,2,4.0,2.0,,census,4.0,1.0
975809,2.0,2,1.0,2.0,1.0,census,4.0,1.0
975810,1.0,1,1.0,2.0,,census,3.0,1.0
975811,5.0,1,6.0,2.0,1.0,census,3.0,2.0
975812,4.0,2,5.0,1.0,1.0,census,4.0,2.0
975813,,2,1.0,2.0,,census,4.0,
975814,2.0,2,6.0,2.0,,census,4.0,2.0
975815,2.0,1,2.0,2.0,3.0,census,5.0,1.0
975816,2.0,2,2.0,1.0,3.0,census,3.0,1.0
975817,3.0,2,7.0,2.0,1.0,census,3.0,2.0
975819,2.0,2,3.0,2.0,1.0,census,5.0,1.0
975820,2.0,2,2.0,2.0,1.0,census,5.0,1.0
975821,3.0,1,7.0,1.0,1.0,census,3.0,2.0
975822,2.0,2,4.0,1.0,1.0,census,4.0,1.0
975823,3.0,2,7.0,1.0,1.0,census,5.0,2.0
975824,1.0,1,5.0,2.0,1.0,census,5.0,1.0
975825,1.0,2,1.0,2.0,1.0,census,4.0,3.0
975826,4.0,1,5.0,1.0,,census,3.0,3.0
975827,4.0,2,6.0,1.0,1.0,census,4.0,2.0
975828,2.0,2,4.0,1.0,1.0,census,5.0,1.0
975830,1.0,2,3.0,1.0,1.0,census,5.0,3.0
975831,2.0,2,2.0,1.0,1.0,census,5.0,1.0
975833,2.0,2,7.0,1.0,1.0,census,5.0,2.0
975834,1.0,2,1.0,2.0,1.0,census,5.0,3.0
975836,2.0,1,5.0,1.0,1.0,census,4.0,1.0
975837,1.0,1,4.0,1.0,1.0,census,5.0,1.0
975841,1.0,1,1.0,2.0,1.0,census,4.0,1.0
975842,1.0,1,5.0,1.0,1.0,census,5.0,2.0
975843,1.0,2,2.0,2.0,1.0,census,5.0,1.0
975844,2.0,2,6.0,1.0,3.0,census,4.0,1.0
975845,1.0,1,4.0,1.0,1.0,census,4.0,1.0
975846,2.0,2,4.0,1.0,1.0,census,4.0,1.0
975848,1.0,2,5.0,1.0,1.0,census,5.0,1.0
975849,4.0,2,3.0,2.0,1.0,census,3.0,3.0
975850,1.0,1,4.0,2.0,3.0,census,5.0,1.0
975851,1.0,2,3.0,2.0,3.0,census,5.0,1.0
975852,1.0,1,4.0,1.0,,census,4.0,1.0
975853,1.0,2,4.0,1.0,,census,4.0,1.0
975854,3.0,2,1.0,2.0,1.0,census,4.0,3.0
975855,2.0,2,6.0,2.0,1.0,census,4.0,2.0
975856,2.0,1,6.0,1.0,,census,5.0,2.0
975857,3.0,1,5.0,1.0,1.0,census,5.0,1.0
975858,2.0,2,4.0,2.0,3.0,census,5.0,1.0
975859,1.0,1,4.0,1.0,1.0,census,5.0,1.0
975860,1.0,2,6.0,2.0,1.0,census,4.0,2.0
975861,2.0,1,1.0,2.0,1.0,census,5.0,3.0
975862,1.0,2,1.0,2.0,1.0,census,4.0,1.0
975864,2.0,1,2.0,1.0,3.0,census,4.0,1.0
975865,2.0,2,2.0,1.0,3.0,census,4.0,1.0
975866,1.0,2,5.0,2.0,1.0,census,5.0,1.0
975868,2.0,2,4.0,2.0,1.0,census,4.0,1.0
975869,4.0,2,4.0,1.0,1.0,census,3.0,3.0
975870,2.0,1,2.0,1.0,1.0,census,3.0,1.0
975871,1.0,2,1.0,2.0,1.0,census,4.0,1.0
975872,2.0,1,5.0,2.0,1.0,census,4.0,1.0
975874,2.0,2,4.0,2.0,3.0,census,4.0,1.0
975875,3.0,1,7.0,1.0,1.0,census,4.0,2.0
975876,1.0,1,1.0,2.0,1.0,census,4.0,3.0
975877,2.0,1,1.0,2.0,1.0,census,4.0,3.0
975878,1.0,1,4.0,1.0,1.0,census,4.0,1.0
975879,4.0,2,7.0,2.0,3.0,census,3.0,2.0
975880,3.0,1,7.0,2.0,3.0,census,3.0,2.0
975882,3.0,2,4.0,2.0,1.0,census,4.0,1.0
975884,1.0,2,2.0,1.0,3.0,census,5.0,3.0
975885,1.0,1,4.0,2.0,3.0,census,5.0,1.0
975886,1.0,1,6.0,1.0,1.0,census,5.0,1.0
975888,4.0,1,3.0,2.0,1.0,census,4.0,1.0
975889,2.0,2,1.0,2.0,1.0,census,5.0,1.0
975890,,1,1.0,2.0,,census,5.0,
975891,3.0,2,6.0,1.0,1.0,census,4.0,2.0
975892,1.0,1,4.0,1.0,1.0,census,5.0,1.0
975894,1.0,1,2.0,2.0,3.0,census,3.0,1.0
975895,3.0,2,7.0,2.0,1.0,census,4.0,3.0
975896,3.0,1,6.0,1.0,1.0,census,4.0,2.0
975897,2.0,2,6.0,2.0,1.0,census,5.0,2.0
975898,1.0,2,3.0,2.0,1.0,census,3.0,3.0
975899,1.0,2,1.0,2.0,1.0,census,4.0,3.0
975900,3.0,1,7.0,2.0,,census,3.0,2.0
975903,2.0,2,4.0,2.0,1.0,census,4.0,3.0
975904,3.0,2,6.0,1.0,1.0,census,4.0,2.0
975905,1.0,1,5.0,2.0,1.0,census,5.0,2.0
975906,3.0,2,3.0,1.0,3.0,census,4.0,3.0
975907,3.0,1,6.0,1.0,1.0,census,3.0,2.0
975908,2.0,1,2.0,2.0,,census,3.0,1.0
975910,3.0,2,6.0,1.0,1.0,census,4.0,2.0
975912,2.0,1,7.0,2.0,1.0,census,4.0,2.0
975913,3.0,2,7.0,1.0,,census,3.0,2.0
975914,1.0,1,2.0,2.0,1.0,census,,1.0
975916,2.0,1,1.0,2.0,1.0,census,4.0,1.0
975917,3.0,1,3.0,2.0,1.0,census,4.0,1.0
975918,2.0,1,3.0,2.0,1.0,census,5.0,1.0
975919,3.0,2,5.0,1.0,1.0,census,5.0,1.0
975920,1.0,1,6.0,1.0,1.0,census,4.0,2.0
975922,1.0,1,2.0,2.0,3.0,census,5.0,1.0
975923,1.0,1,2.0,2.0,3.0,census,3.0,3.0
975924,1.0,1,4.0,2.0,1.0,census,5.0,1.0
975925,1.0,2,4.0,2.0,1.0,census,5.0,1.0
975927,2.0,2,4.0,2.0,1.0,census,4.0,1.0
975928,1.0,1,1.0,2.0,3.0,census,4.0,1.0
975929,1.0,2,5.0,1.0,1.0,census,5.0,2.0
975931,2.0,1,4.0,1.0,1.0,census,5.0,1.0
975932,1.0,1,6.0,1.0,1.0,census,5.0,2.0
975933,3.0,1,1.0,2.0,3.0,census,3.0,1.0
975934,1.0,2,4.0,2.0,1.0,census,5.0,1.0
975935,1.0,2,1.0,2.0,3.0,census,4.0,1.0
975937,2.0,2,5.0,2.0,1.0,census,5.0,1.0
975938,1.0,2,2.0,1.0,1.0,census,5.0,1.0
975939,1.0,2,4.0,2.0,1.0,census,5.0,1.0
975940,1.0,1,2.0,2.0,1.0,census,5.0,1.0
975941,3.0,2,2.0,2.0,1.0,census,3.0,3.0
975942,2.0,2,3.0,2.0,1.0,census,5.0,1.0
975943,5.0,2,7.0,2.0,1.0,census,4.0,2.0
975944,1.0,1,3.0,2.0,3.0,census,5.0,1.0
975945,1.0,1,5.0,1.0,3.0,census,5.0,1.0
975946,2.0,1,6.0,1.0,1.0,census,4.0,2.0
975947,1.0,2,4.0,1.0,3.0,census,4.0,1.0
975948,2.0,2,6.0,2.0,3.0,census,5.0,2.0
975950,4.0,1,7.0,1.0,1.0,census,3.0,2.0
975951,1.0,2,4.0,1.0,1.0,census,4.0,1.0
975952,3.0,2,4.0,1.0,3.0,census,4.0,1.0
975953,2.0,2,3.0,1.0,1.0,census,3.0,3.0
975955,3.0,1,7.0,2.0,1.0,census,3.0,2.0
975956,1.0,2,6.0,2.0,,census,4.0,2.0
975957,2.0,2,5.0,1.0,1.0,census,5.0,2.0
975958,3.0,1,5.0,1.0,1.0,census,4.0,3.0
975959,2.0,1,2.0,1.0,3.0,census,5.0,1.0
975960,3.0,1,4.0,1.0,3.0,census,3.0,3.0
975963,2.0,2,4.0,1.0,1.0,census,5.0,1.0
975964,1.0,2,2.0,2.0,1.0,census,3.0,1.0
975965,2.0,2,5.0,1.0,,census,4.0,3.0
975966,2.0,2,7.0,1.0,1.0,census,4.0,2.0
975967,1.0,1,4.0,1.0,2.0,census,4.0,1.0
975968,4.0,1,4.0,2.0,3.0,census,4.0,3.0
975969,2.0,1,5.0,1.0,,census,3.0,1.0
975972,1.0,1,5.0,1.0,,census,4.0,1.0
975973,1.0,2,4.0,1.0,1.0,census,4.0,3.0
975974,2.0,1,4.0,2.0,1.0,census,4.0,1.0
975975,1.0,1,1.0,2.0,3.0,census,3.0,3.0
975976,2.0,2,3.0,1.0,3.0,census,5.0,3.0
975977,3.0,2,7.0,1.0,1.0,census,4.0,2.0
975978,2.0,1,2.0,2.0,1.0,census,4.0,1.0
975979,2.0,2,7.0,2.0,1.0,census,3.0,2.0
975980,1.0,1,1.0,2.0,3.0,census,5.0,1.0
975981,2.0,1,5.0,1.0,1.0,census,5.0,1.0
975982,1.0,2,6.0,1.0,1.0,census,4.0,1.0
975983,1.0,2,6.0,2.0,1.0,census,5.0,2.0
975985,3.0,2,3.0,2.0,1.0,census,4.0,1.0
975986,3.0,1,5.0,1.0,3.0,census,4.0,1.0
975987,1.0,1,4.0,1.0,1.0,census,5.0,1.0
975989,4.0,1,4.0,2.0,1.0,census,4.0,3.0
975990,1.0,2,6.0,2.0,1.0,census,5.0,1.0
975991,2.0,1,6.0,2.0,1.0,census,4.0,2.0
975993,1.0,1,5.0,2.0,1.0,census,4.0,3.0
975994,1.0,1,1.0,2.0,1.0,census,4.0,3.0
975998,1.0,2,5.0,2.0,1.0,census,3.0,1.0
976000,1.0,2,4.0,1.0,1.0,census,5.0,1.0
976001,3.0,2,2.0,2.0,3.0,census,4.0,3.0
976002,1.0,2,4.0,1.0,1.0,census,5.0,1.0
976004,1.0,1,2.0,1.0,1.0,census,5.0,1.0
976005,2.0,1,5.0,1.0,3.0,census,5.0,1.0
976006,1.0,1,6.0,2.0,1.0,census,5.0,2.0
976008,2.0,1,6.0,2.0,3.0,census,3.0,2.0
976009,2.0,2,4.0,2.0,1.0,census,3.0,1.0
976010,2.0,2,4.0,1.0,3.0,census,5.0,1.0
976012,2.0,2,6.0,2.0,1.0,census,4.0,2.0
976013,1.0,1,4.0,1.0,1.0,census,5.0,1.0
976014,2.0,1,3.0,2.0,1.0,census,4.0,1.0
976016,1.0,2,4.0,1.0,,census,5.0,3.0
976017,2.0,2,4.0,1.0,1.0,census,5.0,1.0
976018,2.0,2,5.0,1.0,1.0,census,4.0,2.0
976019,2.0,2,3.0,2.0,1.0,census,5.0,1.0
976020,,2,1.0,2.0,,census,4.0,
976021,1.0,2,3.0,2.0,3.0,census,5.0,1.0
976022,1.0,2,7.0,2.0,1.0,census,5.0,2.0
976023,2.0,2,3.0,2.0,1.0,census,3.0,3.0
976025,2.0,2,3.0,2.0,1.0,census,3.0,3.0
976027,2.0,1,5.0,1.0,1.0,census,3.0,1.0
976030,1.0,1,2.0,1.0,3.0,census,4.0,1.0
976032,2.0,2,4.0,1.0,,census,4.0,1.0
976033,1.0,1,2.0,2.0,3.0,census,4.0,1.0
976034,1.0,2,6.0,1.0,1.0,census,5.0,2.0
976035,2.0,2,6.0,2.0,3.0,census,5.0,2.0
976036,1.0,2,2.0,1.0,1.0,census,5.0,1.0
976037,1.0,1,3.0,2.0,1.0,census,5.0,1.0
976038,2.0,2,4.0,1.0,1.0,census,4.0,1.0
976039,1.0,1,3.0,1.0,2.0,census,4.0,1.0
976040,1.0,2,3.0,1.0,,census,4.0,1.0
976041,2.0,2,7.0,2.0,1.0,census,4.0,2.0
976042,3.0,2,5.0,1.0,1.0,census,3.0,3.0
976043,1.0,1,1.0,2.0,3.0,census,5.0,3.0
976044,1.0,1,3.0,1.0,3.0,census,5.0,1.0
976045,2.0,2,4.0,1.0,1.0,census,4.0,1.0
976046,2.0,1,6.0,1.0,1.0,census,4.0,2.0
976047,1.0,2,1.0,2.0,1.0,census,5.0,3.0
976048,5.0,2,7.0,1.0,1.0,census,3.0,2.0
976049,2.0,2,5.0,2.0,1.0,census,4.0,1.0
976050,1.0,2,6.0,2.0,3.0,census,4.0,2.0
976051,1.0,1,2.0,1.0,1.0,census,5.0,1.0
976052,1.0,1,4.0,1.0,2.0,census,5.0,1.0
976053,2.0,1,6.0,1.0,1.0,census,3.0,2.0
976054,1.0,1,1.0,2.0,1.0,census,5.0,1.0
976055,2.0,1,4.0,1.0,1.0,census,5.0,1.0
976056,1.0,2,3.0,1.0,3.0,census,5.0,1.0
976057,1.0,2,3.0,1.0,2.0,census,5.0,1.0
976058,1.0,2,3.0,2.0,3.0,census,3.0,1.0
976059,3.0,1,6.0,1.0,1.0,census,4.0,2.0
976060,3.0,2,6.0,1.0,1.0,census,4.0,2.0
976063,1.0,2,2.0,2.0,1.0,census,5.0,1.0
976065,3.0,2,6.0,1.0,1.0,census,4.0,2.0
976066,1.0,2,5.0,1.0,1.0,census,5.0,1.0
976068,1.0,1,3.0,1.0,1.0,census,5.0,1.0
976070,2.0,1,6.0,1.0,1.0,census,3.0,1.0
976071,2.0,2,1.0,2.0,1.0,census,3.0,3.0
976072,2.0,2,6.0,2.0,1.0,census,5.0,2.0
976073,1.0,2,4.0,2.0,1.0,census,5.0,1.0
976074,3.0,1,7.0,2.0,1.0,census,3.0,2.0
976075,2.0,1,2.0,2.0,,census,4.0,1.0
976076,3.0,2,5.0,1.0,,census,5.0,1.0
976078,3.0,2,7.0,1.0,1.0,census,3.0,2.0
976079,2.0,2,5.0,1.0,1.0,census,4.0,2.0
976080,1.0,1,1.0,2.0,1.0,census,5.0,1.0
976081,1.0,2,2.0,1.0,1.0,census,5.0,1.0
976082,1.0,2,4.0,1.0,1.0,census,5.0,1.0
976083,1.0,2,3.0,1.0,1.0,census,4.0,3.0
976084,3.0,1,4.0,1.0,1.0,census,3.0,1.0
976086,2.0,1,1.0,2.0,,census,3.0,3.0
976087,1.0,2,1.0,2.0,3.0,census,5.0,1.0
976088,1.0,1,1.0,2.0,3.0,census,4.0,3.0
976089,4.0,1,6.0,1.0,1.0,census,3.0,2.0
976090,2.0,1,1.0,2.0,3.0,census,5.0,1.0
976091,5.0,1,1.0,1.0,3.0,census,4.0,3.0
976092,3.0,2,5.0,1.0,1.0,census,4.0,1.0
976093,1.0,1,1.0,2.0,3.0,census,4.0,1.0
976094,1.0,1,4.0,2.0,1.0,census,4.0,1.0
976095,2.0,1,4.0,2.0,1.0,census,4.0,1.0
976096,1.0,1,2.0,2.0,3.0,census,4.0,1.0
976097,2.0,2,6.0,1.0,1.0,census,4.0,2.0
976098,4.0,1,5.0,2.0,1.0,census,3.0,1.0
976099,1.0,1,4.0,1.0,1.0,census,5.0,1.0
976100,3.0,2,6.0,1.0,1.0,census,4.0,2.0
976101,3.0,2,7.0,2.0,1.0,census,3.0,2.0
976102,2.0,1,1.0,2.0,1.0,census,4.0,1.0
976103,1.0,2,3.0,2.0,3.0,census,5.0,1.0
976104,5.0,2,7.0,2.0,1.0,census,3.0,2.0
976105,2.0,1,3.0,2.0,1.0,census,5.0,1.0
976106,4.0,2,6.0,1.0,3.0,census,4.0,3.0
976108,3.0,1,6.0,1.0,1.0,census,4.0,1.0
976109,3.0,1,7.0,1.0,1.0,census,3.0,2.0
976112,3.0,2,7.0,2.0,1.0,census,3.0,2.0
976113,1.0,1,3.0,1.0,1.0,census,5.0,1.0
976114,2.0,2,1.0,2.0,1.0,census,4.0,3.0
